Test: frags,Reps:,300
Random Forest (no bootstrap),Random Forest,Extra Trees,SVM - linear,SVM - RBF,Neural Network,LDA,Naive Bayes,KNN
78.44827586206897,81.03448275862068,83.62068965517241,79.3103448275862,75.86206896551724,78.44827586206897,77.58620689655173,70.6896551724138,76.72413793103449
82.75862068965517,80.17241379310344,81.89655172413794,75.86206896551724,78.44827586206897,75.86206896551724,77.58620689655173,73.27586206896551,81.03448275862068
80.17241379310344,80.17241379310344,77.58620689655173,72.41379310344827,79.3103448275862,75.0,76.72413793103449,71.55172413793103,75.86206896551724
69.82758620689656,69.82758620689656,69.82758620689656,73.27586206896551,71.55172413793103,68.96551724137932,64.65517241379311,68.96551724137932,70.6896551724138
79.3103448275862,81.03448275862068,81.89655172413794,76.72413793103449,81.89655172413794,78.44827586206897,76.72413793103449,75.0,81.89655172413794
78.44827586206897,78.44827586206897,77.58620689655173,79.3103448275862,81.03448275862068,80.17241379310344,75.0,75.86206896551724,82.75862068965517
79.3103448275862,79.3103448275862,78.44827586206897,71.55172413793103,77.58620689655173,75.86206896551724,71.55172413793103,72.41379310344827,76.72413793103449
75.0,75.0,75.0,74.13793103448276,76.72413793103449,77.58620689655173,75.86206896551724,68.10344827586206,75.86206896551724
79.3103448275862,75.86206896551724,76.72413793103449,81.89655172413794,75.0,74.13793103448276,80.17241379310344,68.10344827586206,77.58620689655173
79.3103448275862,79.3103448275862,77.58620689655173,71.55172413793103,77.58620689655173,74.13793103448276,74.13793103448276,75.0,75.0
76.72413793103449,76.72413793103449,74.13793103448276,72.41379310344827,75.0,75.0,70.6896551724138,75.0,74.13793103448276
78.44827586206897,81.03448275862068,81.03448275862068,79.3103448275862,80.17241379310344,79.3103448275862,80.17241379310344,68.10344827586206,79.3103448275862
71.55172413793103,76.72413793103449,74.13793103448276,74.13793103448276,76.72413793103449,73.27586206896551,75.0,70.6896551724138,75.0
73.27586206896551,76.72413793103449,75.0,73.27586206896551,76.72413793103449,75.0,74.13793103448276,65.51724137931035,73.27586206896551
77.58620689655173,80.17241379310344,78.44827586206897,79.3103448275862,78.44827586206897,77.58620689655173,77.58620689655173,71.55172413793103,75.86206896551724
71.55172413793103,77.58620689655173,76.72413793103449,78.44827586206897,76.72413793103449,81.89655172413794,74.13793103448276,75.0,75.86206896551724
81.03448275862068,80.17241379310344,80.17241379310344,81.03448275862068,81.03448275862068,75.0,78.44827586206897,73.27586206896551,77.58620689655173
79.3103448275862,77.58620689655173,82.75862068965517,73.27586206896551,80.17241379310344,81.03448275862068,72.41379310344827,74.13793103448276,77.58620689655173
78.44827586206897,81.89655172413794,79.3103448275862,76.72413793103449,76.72413793103449,75.0,76.72413793103449,74.13793103448276,77.58620689655173
83.62068965517241,82.75862068965517,81.03448275862068,78.44827586206897,81.03448275862068,82.75862068965517,73.27586206896551,75.86206896551724,76.72413793103449
70.6896551724138,71.55172413793103,71.55172413793103,74.13793103448276,76.72413793103449,75.0,74.13793103448276,71.55172413793103,72.41379310344827
75.0,78.44827586206897,78.44827586206897,81.89655172413794,78.44827586206897,81.89655172413794,80.17241379310344,75.0,79.3103448275862
70.6896551724138,71.55172413793103,73.27586206896551,70.6896551724138,75.0,76.72413793103449,69.82758620689656,70.6896551724138,74.13793103448276
74.13793103448276,73.27586206896551,75.86206896551724,70.6896551724138,73.27586206896551,69.82758620689656,70.6896551724138,71.55172413793103,72.41379310344827
70.6896551724138,70.6896551724138,72.41379310344827,75.0,69.82758620689656,74.13793103448276,69.82758620689656,64.65517241379311,73.27586206896551
75.86206896551724,76.72413793103449,81.89655172413794,78.44827586206897,77.58620689655173,80.17241379310344,77.58620689655173,73.27586206896551,73.27586206896551
76.72413793103449,74.13793103448276,75.0,74.13793103448276,78.44827586206897,76.72413793103449,77.58620689655173,72.41379310344827,75.86206896551724
74.13793103448276,75.86206896551724,72.41379310344827,79.3103448275862,79.3103448275862,78.44827586206897,77.58620689655173,74.13793103448276,75.0
76.72413793103449,77.58620689655173,77.58620689655173,80.17241379310344,75.86206896551724,75.0,81.03448275862068,69.82758620689656,79.3103448275862
78.44827586206897,77.58620689655173,81.03448275862068,80.17241379310344,78.44827586206897,77.58620689655173,74.13793103448276,76.72413793103449,73.27586206896551
75.86206896551724,76.72413793103449,78.44827586206897,76.72413793103449,78.44827586206897,76.72413793103449,75.86206896551724,72.41379310344827,76.72413793103449
84.48275862068965,84.48275862068965,82.75862068965517,82.75862068965517,81.89655172413794,81.89655172413794,81.03448275862068,73.27586206896551,85.34482758620689
72.41379310344827,75.0,72.41379310344827,75.86206896551724,78.44827586206897,79.3103448275862,76.72413793103449,71.55172413793103,73.27586206896551
81.89655172413794,80.17241379310344,81.03448275862068,79.3103448275862,81.03448275862068,82.75862068965517,78.44827586206897,71.55172413793103,80.17241379310344
78.44827586206897,79.3103448275862,81.89655172413794,74.13793103448276,79.3103448275862,78.44827586206897,77.58620689655173,75.0,81.03448275862068
75.0,72.41379310344827,75.0,75.86206896551724,73.27586206896551,71.55172413793103,76.72413793103449,64.65517241379311,73.27586206896551
78.44827586206897,75.0,79.3103448275862,76.72413793103449,80.17241379310344,80.17241379310344,77.58620689655173,75.0,75.86206896551724
74.13793103448276,78.44827586206897,75.0,81.03448275862068,78.44827586206897,77.58620689655173,77.58620689655173,71.55172413793103,77.58620689655173
79.3103448275862,78.44827586206897,78.44827586206897,76.72413793103449,79.3103448275862,78.44827586206897,71.55172413793103,76.72413793103449,78.44827586206897
70.6896551724138,69.82758620689656,75.0,74.13793103448276,72.41379310344827,73.27586206896551,75.0,62.93103448275862,74.13793103448276
77.58620689655173,71.55172413793103,75.86206896551724,71.55172413793103,81.03448275862068,79.3103448275862,72.41379310344827,74.13793103448276,75.0
72.41379310344827,71.55172413793103,70.6896551724138,73.27586206896551,71.55172413793103,71.55172413793103,73.27586206896551,73.27586206896551,71.55172413793103
78.44827586206897,78.44827586206897,82.75862068965517,76.72413793103449,81.03448275862068,80.17241379310344,77.58620689655173,71.55172413793103,79.3103448275862
77.58620689655173,75.0,76.72413793103449,78.44827586206897,79.3103448275862,78.44827586206897,78.44827586206897,75.0,75.0
75.0,71.55172413793103,75.0,79.3103448275862,76.72413793103449,75.86206896551724,76.72413793103449,68.96551724137932,78.44827586206897
77.58620689655173,76.72413793103449,75.0,81.03448275862068,76.72413793103449,80.17241379310344,78.44827586206897,73.27586206896551,79.3103448275862
71.55172413793103,78.44827586206897,75.0,71.55172413793103,78.44827586206897,78.44827586206897,73.27586206896551,79.3103448275862,75.0
77.58620689655173,78.44827586206897,80.17241379310344,79.3103448275862,81.89655172413794,81.89655172413794,80.17241379310344,75.86206896551724,77.58620689655173
85.34482758620689,84.48275862068965,84.48275862068965,81.03448275862068,85.34482758620689,81.89655172413794,75.0,75.86206896551724,82.75862068965517
71.55172413793103,74.13793103448276,75.86206896551724,76.72413793103449,78.44827586206897,80.17241379310344,79.3103448275862,71.55172413793103,75.0
68.96551724137932,69.82758620689656,68.96551724137932,78.44827586206897,75.86206896551724,73.27586206896551,75.86206896551724,73.27586206896551,75.0
79.3103448275862,78.44827586206897,80.17241379310344,74.13793103448276,75.86206896551724,76.72413793103449,75.0,73.27586206896551,77.58620689655173
73.27586206896551,75.0,75.86206896551724,75.0,76.72413793103449,74.13793103448276,75.86206896551724,70.6896551724138,75.0
79.3103448275862,76.72413793103449,77.58620689655173,72.41379310344827,81.03448275862068,77.58620689655173,73.27586206896551,71.55172413793103,75.86206896551724
76.72413793103449,79.3103448275862,80.17241379310344,79.3103448275862,79.3103448275862,78.44827586206897,76.72413793103449,74.13793103448276,76.72413793103449
78.44827586206897,79.3103448275862,82.75862068965517,81.89655172413794,82.75862068965517,81.03448275862068,76.72413793103449,75.0,79.3103448275862
76.72413793103449,75.86206896551724,81.89655172413794,78.44827586206897,80.17241379310344,78.44827586206897,75.86206896551724,71.55172413793103,78.44827586206897
76.72413793103449,75.0,81.03448275862068,77.58620689655173,79.3103448275862,77.58620689655173,79.3103448275862,75.86206896551724,78.44827586206897
80.17241379310344,78.44827586206897,80.17241379310344,81.89655172413794,83.62068965517241,84.48275862068965,80.17241379310344,70.6896551724138,81.03448275862068
78.44827586206897,80.17241379310344,82.75862068965517,81.89655172413794,79.3103448275862,76.72413793103449,79.3103448275862,70.6896551724138,80.17241379310344
