Specimen,Surface Area,Volume,Bounding Box Dim1,Bounding Box Dim2,Bounding Box Dim3,nv a 1,nv a 2,nv a 3,nv b 1,nv b 2,nv b 3,nv c 1,nv c 2,nv c 3
MN14AA0507,6310.82,14570.34375,106.24309,34.825336,19.10637,0.14624758,-0.046003394,-0.9881778,-0.96607596,0.2082978,-0.15267363,-0.21285877,-0.97698295,0.013979722
MN15AA2903,886.3217,1324.7245279947917,28.99736,19.667812,8.03718,0.27609432,0.016709168,-0.9609853,0.96061355,0.027993528,0.27647427,-0.031521022,0.99946845,0.008322197
MN11AA0604,3949.136,7600.766927083333,63.85918,31.486824,14.516951,0.09149026,-0.05832114,0.99409664,0.9942866,0.060474772,-0.08795984,0.054987848,-0.9964645,-0.06352078
MN19081305,1709.4785,1690.1541341145833,49.78819,18.606071,8.059453,0.122471355,0.021112533,-0.99224746,-0.98594576,0.117053784,-0.11920294,-0.11362965,-0.99290115,-0.03515155
MN11AA0407,4015.0007,8640.0234375,96.7552,22.266817,12.719315,0.013327135,0.0014802237,0.9999101,0.99862075,0.050768204,-0.013385105,0.05078345,-0.9987094,0.0008015874
MN15AA3411,3502.5461,5215.430013020833,81.124374,25.478432,11.777021,0.115572594,-0.06663888,0.99106115,-0.99187475,0.04566989,0.11873831,0.053174242,0.9967314,0.06081923
MN14AA0514,1331.3416,2172.3470052083335,47.305122,19.35468,9.570913,0.23415384,0.03038698,0.97172457,-0.9483594,0.22712831,0.22142102,0.21397784,0.97339064,-0.08200074
MN19050245,869.69403,949.3924967447916,34.487602,14.293501,6.79029,-0.07090092,0.21859983,0.9732354,-0.68094546,0.7023622,-0.20736597,-0.72889394,-0.6774227,0.09905644
MN10AA2804,3473.4712,6369.3359375,104.81839,23.243755,9.226753,0.0464735,0.0018211266,-0.9989179,0.99382323,0.10079956,0.046420246,-0.10077502,0.9949051,-0.0028746305
MN13AA0805,4784.248,8960.083984375,87.8461,37.14741,12.325127,0.22583137,-0.015256169,-0.97404695,-0.9741585,-0.007559101,-0.22573885,0.003919009,-0.99985504,0.01656901
MN10AA0503,5416.934,11039.860677083334,72.265396,28.83693,26.350298,0.11064702,-0.060612008,0.99200976,0.98534274,0.13708332,-0.10152757,0.1298342,-0.98870337,-0.07489146
MN12AA0207,2017.3594,3464.0250651041665,55.235092,21.449146,7.3758698,0.12585777,-0.0076876823,-0.9920185,-0.99204755,-0.0021885755,-0.1258445,0.0012036549,-0.99996805,0.007901995
MN10AA0706,1689.5548,2615.29443359375,66.79654,13.228633,8.350239,0.0015720121,0.012001653,-0.99992675,0.99993217,0.011523028,0.0017103261,-0.0115427105,0.9998616,0.011982724
MN19050219,2598.6816,4070.5833333333335,70.90341,17.707382,10.388455,0.16171063,-0.08264657,0.9833714,-0.97077775,0.16572492,0.17356788,0.17731392,0.9827028,0.053431973
MN15AA2405,2382.6277,3234.0035807291665,72.169464,18.796625,11.643961,-0.03699101,0.067433424,-0.9970378,0.91132045,-0.40710175,-0.061344642,0.4100325,0.91089016,0.046394352
MN10AA2703,6480.801,12270.453125,102.694824,33.61982,21.120007,0.008649936,-0.13456957,0.9908664,-0.9983959,0.054283958,0.016087972,0.0559531,0.9894161,0.13388416
MN13AA1506,2845.609,4954.440755208333,59.467087,28.828075,12.916994,0.13745154,0.05338345,-0.9890689,0.99017316,0.01857465,0.13860755,-0.025770957,0.99840134,0.050305746
MN10AA2007,2029.3457,3976.0016276041665,54.25721,22.322474,12.847425,0.006166312,0.011360083,-0.99991643,-0.9999617,0.0062800585,-0.0060952427,-0.0062102913,-0.9999158,-0.011398373
MN13AA1309,3418.7168,5850.286458333333,100.4998,21.93011,10.63369,0.01421924,0.0077379937,-0.999869,-0.99711263,0.07470888,-0.013601869,-0.074593835,-0.99717534,-0.008777955
MN14AA0118,824.624,1050.1368815104167,35.70096,13.417138,6.941603,0.02367162,-0.08647048,-0.99597317,-0.99969727,0.004637804,-0.024162788,-0.006708496,-0.9962436,0.08633452
MN19081303,1987.2827,3175.6373697916665,54.53224,17.467068,10.735084,0.19964287,-0.14479832,-0.969111,-0.97960407,-0.006507216,-0.20083223,-0.022773955,-0.9894398,0.14314413
MN14AA0501,8024.6455,15774.78515625,104.605835,29.971046,31.02972,0.14866224,-0.053067785,0.9874631,0.27068073,0.96260655,0.010981063,-0.95112115,0.26565474,0.15746768
MN19081020,765.8969,977.8033040364584,34.010952,12.020428,5.8489795,0.090528995,0.2843583,0.95443434,0.990235,0.07631878,-0.116662666,0.10601526,-0.9556756,0.27467245
MN12AA1008,1382.5797,2130.96044921875,40.46213,23.209217,7.8442974,0.06444798,-0.008068308,-0.99788845,0.99791276,0.0045960057,0.064412385,-0.004066602,0.9999569,-0.008347671
MN13AA0803,9628.999,21295.561197916668,123.176926,34.411934,24.959995,0.008308737,5.9324804e-05,0.9999655,-0.99963486,0.025712376,0.008304465,0.025710996,0.9996694,-0.0002729405
MN10AA2705,3664.314,5640.243489583333,58.5761,40.69016,13.139678,0.40689337,0.03823363,0.9126752,0.9134743,-0.01875745,-0.40646386,-0.0015788712,-0.99909276,0.04255772
MN15AA2403,3674.6775,6262.063151041667,57.594883,32.24401,14.592495,0.060185134,0.117582045,-0.9912377,-0.9954948,0.079958424,-0.050958827,-0.07326596,-0.98983896,-0.12186462
MN13AA0704,3385.1443,5573.438802083333,66.57684,34.66529,18.665085,0.57699645,-0.0037567155,0.816738,-0.8159476,0.04157164,0.5766293,0.036119368,0.99912846,-0.020921405
MN10AA3205,1387.585,2414.279296875,48.981926,17.2357,9.717733,0.20155258,-0.060398955,0.9776137,-0.9780554,0.041357256,0.2041988,0.052764814,0.9973172,0.05073786
MN19050243,1166.0092,1505.9814453125,40.12697,16.25671,8.515583,0.12761435,-0.021817813,0.9915839,-0.9890839,0.0714627,0.128865,0.073672816,0.9972046,0.012459979
MN19050231,1700.8405,2413.1798502604165,54.045708,14.750837,7.9404807,0.023779338,-0.14992845,0.98841083,-0.9993536,-0.030230504,0.019457044,-0.026962994,0.9882346,0.1505504
MN12AA0204,3496.0654,7597.110026041667,74.802216,27.195208,11.86124,0.06860071,0.057140104,-0.9960065,0.99763143,0.0011189072,0.068776816,-0.0050443537,0.9983655,0.056928005
MN12AA0302,1419.1143,2083.5021158854165,54.30047,14.36162,7.789485,0.018332954,0.13505,-0.9906692,0.9989191,0.039855465,0.023918802,-0.042713813,0.9900369,0.13417336
MN19050222,2175.354,3236.1357421875,72.70027,14.459784,10.502317,0.020196838,-0.031722303,-0.9992926,-0.99971396,0.012165099,-0.020591533,-0.012809705,-0.99942267,0.031467535
MN10AA3005,736.4073,848.4119466145834,39.165955,13.028643,5.878316,0.08079032,0.024041543,-0.9964411,0.97989506,0.1810536,0.08381713,-0.18242434,0.98317933,0.008930813
MN14AA0206,1690.0063,2470.5665690104165,49.67375,19.323826,8.733762,0.12602726,-0.052788097,-0.99062127,-0.9920149,-0.0018118641,-0.12610799,-0.00486213,-0.9986041,0.052594922
MN18050312,1607.4843,1992.39892578125,44.60462,25.222122,5.951456,-0.0045144698,-0.10165662,0.9948093,0.9998366,-0.017871602,0.0027110376,-0.017503241,-0.994659,-0.1017207
MN10AA2207,1633.7378,2953.8056640625,49.342064,17.816715,9.206177,0.05139102,-0.11630763,-0.9918828,-0.99827766,-0.034122784,-0.04772113,0.028295472,-0.9926269,0.11786092
MN13AA0206,7479.682,13189.286458333334,119.7424,38.73691,23.331318,0.072671555,0.073571675,-0.9946387,-0.99269617,0.10162544,-0.065012574,-0.09629751,-0.9920985,-0.08041959
MN12AA1113,1106.4243,1321.3097330729167,33.31301,21.552074,6.6985846,-0.012565882,0.04881814,-0.99872863,-0.9999048,0.0050764945,0.012828821,0.00569632,0.9987948,0.048749704
MN19050224,2358.8828,2980.4602864583335,68.42699,16.022215,8.603161,0.0144537045,0.0011881664,0.99989486,-0.99841803,0.05435979,0.014367762,0.054337002,0.99852073,-0.001971987
MN13AA1011,5169.5605,13078.00390625,86.41496,32.238625,21.206087,0.06083951,0.014125073,0.9980476,-0.99574393,0.070208706,0.05970544,0.06922829,0.9974323,-0.018336419
MN10AA3003,1629.7214,2382.650390625,52.52113,15.19665,7.433461,-0.0031224801,-0.07905223,0.9968656,0.9989271,-0.046307154,-0.00054325676,-0.046204954,-0.99579436,-0.079112016
MN18050314,1313.8331,1737.76953125,60.425632,12.028741,6.6958284,0.011890644,-0.071088515,0.99739915,0.9789191,0.20422816,0.0028858047,0.20390214,-0.9763387,-0.07201831
MN12AA0202,5934.9307,11481.60546875,97.45408,29.527126,20.041647,0.073627435,0.025444418,-0.9969612,0.9969152,-0.02912875,0.07288062,0.02718583,0.9992518,0.027510604
MN12AA0608,2882.1853,3746.2076822916665,66.93872,31.17829,14.964588,0.24720794,-0.008745389,0.968923,-0.9688307,0.014258313,0.24731308,0.015978057,0.9998601,0.0049480335
MN19050237,1456.6567,2026.099609375,53.652325,13.935455,10.776844,0.06101236,-0.102994926,0.99280894,0.9772165,0.2087427,-0.038398974,0.2032867,-0.97253203,-0.113384224
MN12AA6203,7034.952,16165.671875,107.03381,31.640518,14.3811035,0.040691566,-0.025843961,0.9988375,-0.99680364,0.06773498,0.042361286,0.068751015,0.9973686,0.023005113
MN10AA2505,2721.8914,5455.748697916667,42.108547,28.987902,14.396439,-0.061176714,-0.007582775,0.99809813,0.9869195,0.14897113,0.06162331,-0.14915508,0.98881245,-0.0016299755
MN10AA2906,1445.7029,1983.26318359375,56.01731,16.432396,6.512993,0.08583099,-0.06963039,0.99387354,-0.9954334,0.0358365,0.08847638,0.041777592,0.996929,0.06623654
MN10AA0903,10675.954,28212.921875,132.3567,35.37931,23.987473,0.10667255,0.01994772,0.9940941,-0.9886158,0.108827524,0.10390094,0.10611221,0.9938605,-0.031329542
MN12AA6406,2782.2896,2904.2483723958335,46.689156,25.999031,10.48753,-0.12137978,0.081250235,0.98927516,0.96321213,-0.23110327,0.13716272,-0.23976922,-0.96953064,0.05020995
MN12AA1112,1447.4056,1914.35791015625,46.59765,16.300804,10.9786625,0.012973114,0.057012122,-0.99828917,-0.99183327,0.12741785,-0.0056124055,-0.12687989,-0.9902092,-0.058199525
MN13AA0907,12895.567,23961.265625,151.4422,38.86798,32.323433,0.039097372,0.032195564,0.9987166,-0.98948807,0.14051062,0.03420647,0.13922898,0.98955554,-0.03735072
MN10AA0604,2784.7112,4587.419596354167,85.49541,19.725739,8.677063,0.021299375,0.049098622,-0.9985668,0.9996817,0.012461913,0.021935897,-0.013521074,0.9987162,0.048817564
MN12AA0704,1493.3842,1745.7122395833333,43.752026,19.959255,10.792226,0.2332754,0.100421466,-0.96721154,0.97215337,-0.0012013114,0.23434256,-0.0223711,0.9949443,0.0979053
MN12AA6303,20778.969,49069.770833333336,236.78561,51.868565,24.330006,0.027322965,0.043551747,-0.9986775,-0.99764144,0.064119786,-0.024498394,-0.06296804,-0.9969914,-0.045200974
MN13AA1411,3173.091,5165.12109375,85.17421,29.43882,11.974514,0.071295746,0.030715307,-0.9969822,-0.99435186,0.08097305,-0.06861301,-0.078621216,-0.9962429,-0.036314856
MN14AA0405,15393.061,30440.888020833332,148.17294,34.07135,23.426723,0.017997801,0.030076679,0.99938554,0.9998301,0.0034394409,-0.018109318,0.0039819954,-0.9995417,0.030009666
MN10AA1406,1057.4241,1179.5992024739583,43.14477,15.336891,6.1663036,-0.011950648,-0.14062987,0.9899901,0.93828326,0.340673,0.05971968,0.34566128,-0.9296048,-0.12787938
MN12AA0407,3274.2417,6584.171223958333,60.227165,30.50927,13.690195,0.12471341,-0.017317565,0.99204165,-0.98981315,0.06703466,0.12560345,0.06867632,0.9976004,0.008781033
MN10AA1904,4978.346,10344.529296875,63.048462,38.32293,21.972927,0.24643576,-0.06875188,-0.9667174,-0.9668812,0.050908677,-0.25009808,-0.06640902,-0.996334,0.053929176
MN11AA0505,636.62683,670.2806803385416,37.446903,9.924065,7.144457,0.051904283,0.19538149,-0.97935283,-0.93543434,0.35288653,0.02082441,-0.34966913,-0.9150394,-0.20108289
MN15AA2706,2286.361,3987.634765625,47.76085,22.876297,14.730848,0.19893874,-0.0063617276,-0.97999126,0.9797975,0.02221045,0.19875522,-0.020501623,0.9997331,-0.0106517235
MN12AA0512,1573.9275,2161.8841145833335,47.071186,19.717833,7.6662884,0.04711898,0.09375534,-0.99447966,-0.9967832,0.069029555,-0.040720314,-0.064830735,-0.9931993,-0.09670635
MN10AA2607,1677.077,2609.5734049479165,50.340225,16.409595,12.184639,-0.0058366214,0.13369021,0.99100596,0.96669674,-0.2528112,0.039798576,-0.2558581,-0.95823455,0.12776233
MN12AA1107,2193.2332,3011.2552083333335,58.642937,19.877157,11.079302,0.042597447,0.09477937,0.9945865,0.9969051,0.061803,-0.048586283,0.0660734,-0.993578,0.09185339
MN13AA0606,2377.615,4176.59765625,60.91343,21.358418,9.040321,0.049885362,0.019221522,-0.99856997,-0.99770397,0.046814747,-0.04894096,-0.04580708,-0.9987186,-0.02151276
MN10AA0905,1558.34,2445.2019856770835,60.00226,13.776306,9.366137,0.03062232,0.021253467,0.99930507,0.982364,0.18385887,-0.03401354,0.18445401,-0.9827229,0.015248454
MN10AA3102,10681.936,17960.751302083332,167.63913,23.600283,22.623804,0.053467546,-0.020278104,0.9983637,-0.9968687,-0.059412822,0.05218073,-0.058257475,0.9980275,0.023391265
MN19081201,2771.6377,4323.889322916667,67.08292,20.154533,12.495561,0.11442236,0.0772539,0.9904238,0.97455245,0.18471429,-0.12699664,0.19275643,-0.9797512,0.054152533
MN11AA0503,2146.748,3758.2340494791665,53.026745,23.700356,12.091561,0.22712493,0.038675714,-0.9730973,-0.9632032,0.15637591,-0.21860044,-0.14371446,-0.9869401,-0.07276944
MN12AA0514,757.6887,799.14111328125,27.466637,15.819067,5.0266223,0.18621796,-0.015106158,0.9823923,0.9820144,0.034565616,-0.18561481,0.03115307,-0.99928826,-0.021271205
MN12AA5806,4706.426,9183.651041666666,70.99887,35.861156,14.401982,0.0720317,-0.109452434,0.99137866,-0.997327,0.0043123667,0.07294,0.012258649,0.9939827,0.10884924
MN12AA0604,3909.7322,6209.30078125,81.048996,27.33928,17.652681,0.10544211,0.009548057,0.9943796,-0.9936789,0.03975069,0.104986124,0.038524862,0.999164,-0.013679099
MN13AA1612,938.01025,1492.6905924479167,30.509754,17.787825,9.780802,0.19406417,-0.02376613,0.9807009,0.96392334,0.19027966,-0.18613295,0.18218379,-0.9814422,-0.05983519
MN18050318,1881.0269,2663.3388671875,58.912727,15.38759,13.044796,0.11264814,-0.047616735,0.99249333,-0.97220564,0.20104317,0.1199909,0.20524758,0.9784244,0.023646122
MN19050228,2014.7556,2801.0833333333335,66.306786,15.4515705,7.3827715,0.14629869,0.03143892,0.98874074,0.9890924,-0.021941364,-0.14565305,-0.017115146,-0.99926484,0.03430599
MN12AA0507,2147.1484,2946.3151041666665,65.93576,18.076756,9.237839,0.006971501,0.031148229,0.99949044,-0.99366575,0.11232363,0.0034304075,0.11215954,0.9931834,-0.031733993
MN10AA0506,1480.5614,2642.7721354166665,37.461906,22.766037,9.324125,0.09334465,-0.14723001,0.9846878,-0.98993754,0.091917865,0.107585825,0.10635026,0.98482203,0.13716848
MN10AA2109,1608.8751,2276.9205729166665,59.02558,14.897253,8.096484,0.0137669435,-0.04911948,-0.99869806,0.9897874,0.14239682,0.0066405344,-0.14188525,0.9885901,-0.05057821
MN10AA2408,2406.8052,3488.3014322916665,60.370796,27.124184,11.187605,-0.05242957,0.06269432,0.9966547,0.896288,0.44305328,0.01927957,0.4403624,-0.8943004,0.07942125
MN19081023,612.23584,650.7156982421875,32.137596,10.97673,5.834752,0.041339584,0.119944125,0.9919196,-0.7993029,0.59964854,-0.039198212,-0.59950477,-0.79122376,0.12066091
MN19050240,1320.0977,1808.4908854166667,43.610313,17.244251,9.927536,0.053896878,0.017797016,0.9983879,-0.9795292,0.19514658,0.049400177,0.1939528,0.98061264,-0.027950486
MN13AA0108,3001.0054,5042.755533854167,63.840652,27.088823,12.282986,0.23448713,0.0016228422,-0.97211784,-0.9702205,0.062860765,-0.23392454,-0.06072845,-0.998021,-0.016314555
MN10AA0804,2790.5,5216.1474609375,64.917694,19.867744,17.190554,-0.040299438,-0.009332112,0.9991441,-0.9533707,-0.29897013,-0.04124563,-0.29909915,0.95421684,-0.0031513665
MN13AA0707,2192.422,3433.8134765625,43.934116,29.940437,12.843214,0.5180797,0.083088905,-0.85128707,0.85533214,-0.05109496,0.51555437,0.00065963325,0.9952314,0.097539864
MN15AA3414,2476.7598,4525.87109375,61.034798,21.562508,14.175259,0.0033510616,0.06635628,-0.99779034,-0.9999824,0.005107438,-0.0030187625,-0.004895839,-0.99778295,-0.06637222
MN10AA2004,3075.2346,7095.943359375,85.11572,22.02158,11.090262,0.10918381,-0.03194299,0.9935082,-0.96954906,0.2169934,0.11352748,0.21921113,0.9756503,0.007278131
MN13AA1505,12784.514,29595.713541666668,171.28104,33.515423,28.724663,0.018549498,0.04792607,-0.9986786,0.99969923,0.015136288,0.019294837,-0.016041012,0.9987362,0.047630884
MN14AA0511,4794.526,11737.171875,98.223236,28.417717,15.926966,0.016607225,0.040494468,0.99904174,-0.9996206,0.02263087,0.015699543,0.02197344,0.9989234,-0.040854942
MN12AA0802,6569.852,13277.893229166666,78.43944,35.192738,19.813154,0.10628542,-0.028613307,-0.9939239,-0.9932653,0.043313194,-0.10746191,-0.046124857,-0.99865174,0.023817044
MN19050209,3941.018,6350.923828125,84.48774,24.532942,11.472703,0.06435785,0.04458225,0.99693054,0.99309665,0.09531144,-0.06837263,0.09806709,-0.99444866,0.038140442
MN10AA2807,690.1222,859.9453938802084,25.455984,13.69664,7.4079504,0.0450784,0.012565404,0.9989044,-0.99164397,0.12154891,0.043221764,0.120872654,0.9925059,-0.017939636
MN12AA6507,2724.4932,5976.287760416667,54.45237,23.763977,10.680115,0.05221692,-0.1262505,0.9906231,0.9924703,0.116619416,-0.037451662,0.1107976,-0.98511964,-0.13138938
MN18030708,1537.3765,2424.8211263020835,44.119354,19.621147,9.085857,-0.06947756,0.03819899,0.9968519,-0.9608995,-0.2710541,-0.056585096,-0.26803932,0.9618059,-0.055537567
MN10AA0705,3848.4414,6605.420572916667,81.53912,23.322014,13.811296,0.116550066,-0.018583858,-0.99301094,-0.98836625,0.096198425,-0.117805235,-0.09771536,-0.99518865,0.007155725
MN13AA1425,1208.3041,1537.5374348958333,36.203873,16.246088,14.905722,-0.19738247,0.0503367,0.9790334,0.82946235,-0.5237328,0.19415507,-0.522525,-0.8503941,-0.061623268
MN13AA0712,906.939,879.464111328125,40.162403,14.453463,5.171775,0.24629436,-0.022412099,0.9689359,-0.9427212,0.2265284,0.24487059,0.22497956,0.97374666,-0.034664307
MN12AA0804,2168.8777,3516.5485026041665,57.961067,24.390854,9.344683,0.026741276,-0.011146769,-0.99958026,-0.999227,0.0285251,-0.027049923,-0.028814644,-0.9995309,0.010375354
MN15AA3401,10638.689,23769.0859375,185.05026,31.842787,20.200113,0.04128411,-0.019644812,0.9989543,-0.9990535,-0.014524601,0.041002575,-0.013703926,0.9997015,0.020225853
MN15AA3412,3638.9026,7121.501953125,83.09442,28.713306,16.137371,0.17501119,-0.011523115,0.98449904,-0.98436797,0.018030595,0.17519893,0.019769939,0.99977106,0.00818743
MN10AA1514,1198.1733,1524.8509114583333,44.391968,16.74257,6.206916,0.065758035,-0.08170699,0.9944847,-0.99286526,0.09399432,0.073373534,0.09947105,0.9922142,0.074943155
MN11AA0404,3791.8745,7957.193359375,91.11704,21.623734,12.091389,0.03415741,-0.012698211,0.99933577,-0.99382645,0.10517858,0.035305567,0.10555703,0.99437225,0.0090271905
MN10AA1302,10369.028,18813.391927083332,148.26526,35.12336,22.762234,0.06013761,-0.013364801,0.99810064,0.9941477,0.09069939,-0.058684956,0.0897428,-0.99578863,-0.018741032
MN15AA2502,7574.585,14102.2734375,108.79197,33.374393,27.64964,-0.009487834,-0.0008213542,0.99995464,0.9010477,-0.43364254,0.008193188,-0.43361616,-0.9010846,-0.0048544076
MN14AA0312,1710.5077,2437.03857421875,37.519363,23.10647,14.247232,-0.21125336,-0.018534275,0.9772556,0.87117916,-0.45691377,0.17965715,-0.44319174,-0.88931787,-0.11267124
MN13AA0104,6030.235,13780.639322916666,113.632904,28.093143,15.699091,0.06970087,0.032756228,-0.99703,0.9665646,0.24501912,0.07562089,-0.24676847,0.96896476,0.014582965
MN10AA3405,1413.1581,2025.359375,44.362453,15.126481,8.954102,0.12753318,-0.0634042,0.98980564,-0.9911612,0.02861126,0.1295406,0.036533006,0.9975777,0.059194908
MN10AA2105,5368.5146,11964.337239583334,102.63789,22.899326,17.026514,0.055568688,0.033366725,0.9978972,0.9763627,0.20726348,-0.0612998,0.20887303,-0.97771597,0.021060668
MN19050210,4224.488,7105.768880208333,82.996,18.327415,15.47011,0.048765093,-0.02965413,0.99837,0.99781597,0.04603599,-0.047370646,0.044556215,-0.9984995,-0.031834316
MN10AA0305,4063.5667,6258.709635416667,59.352997,25.89496,16.154682,0.15041265,0.11304607,-0.9821388,0.9781163,0.12743576,0.16446471,-0.1437517,0.9853835,0.09140425
MN12AA1007,1631.5289,2421.2903645833335,42.88407,24.186302,9.523409,0.24578397,-0.053876486,-0.9678262,-0.96901846,0.01143736,-0.24672343,-0.024361968,-0.9984821,0.049396187
MN19080806,2574.8599,3869.1549479166665,75.06143,16.481276,11.143074,-0.27413628,-0.04623746,-0.9605787,0.27652386,-0.96045107,-0.03268488,-0.92107755,-0.27458304,0.27608025
MN12AA6311,869.69464,931.9649251302084,31.944645,17.418982,5.4936256,0.4142484,0.005656627,-0.9101463,-0.8963486,0.17610444,-0.40687394,-0.15797926,-0.9843552,-0.07802129
MN12AA5607,3054.6328,4970.256510416667,53.637447,36.696266,13.601716,0.23566258,-0.24955378,0.9392476,-0.97069204,-0.107301354,0.2150427,-0.047117822,0.9623977,0.26752678
MN10AA2404,8210.72,16667.471354166668,130.66698,32.86598,16.228964,0.11355404,0.011625726,0.9934638,0.9663404,0.23104449,-0.11315754,0.23084988,-0.97287375,-0.015001626
MN14AA0314,1229.631,1328.75927734375,46.66269,18.18254,6.927262,0.15715252,-0.022616351,0.98731536,-0.9871935,0.024163572,0.15768664,0.027423361,0.9994522,0.01852935
MN11AA0408,2980.6062,5483.485026041667,95.69,17.123955,9.934761,0.024372363,-0.0035450973,-0.9996967,-0.996496,0.07994751,-0.02457784,-0.08001039,-0.9967928,0.0015841656
MN15AA2504,1033.9672,1227.8331705729167,47.983967,15.810462,6.59535,0.07499221,0.075233065,-0.9943421,-0.9738592,0.21993469,-0.056806903,-0.21441655,-0.9726092,-0.0897598
MN14AA0508,3938.5618,8325.662109375,93.024216,22.239983,14.915371,0.050793532,-0.025068566,0.9983945,-0.9941193,0.094463594,0.052947905,0.09563926,0.9952126,0.020123007
MN10AA2509,822.3468,612.5413411458334,31.884144,19.570358,4.124787,-0.16819791,0.1240797,-0.9779129,0.93763244,-0.28603247,-0.19756222,0.3042283,0.95015246,0.06823108
MN19050216,3713.7454,6946.380208333333,71.47308,19.621033,14.69431,0.025541415,-0.06360818,-0.99764806,0.9733427,0.22912373,0.010310656,-0.227929,0.9713168,-0.0677647
MN10AA2306,1574.8461,2632.01123046875,42.710625,19.27726,8.964161,0.03551478,0.012240154,-0.99929416,-0.99934345,0.0076032095,-0.0354234,-0.0071642553,-0.99989617,-0.012502143
MN12AA0208,1986.1311,3040.1770833333335,59.39251,19.415188,11.330954,0.016172597,0.0093646785,0.99982536,0.9765036,-0.21506006,-0.013781038,-0.21489345,-0.97655594,0.0126227215
MN10AA0709,1728.4218,3353.1988932291665,33.111053,23.764235,14.201297,-0.079357825,-0.092949055,0.9925033,-0.98456067,0.16314127,-0.06344439,-0.15602115,-0.9822145,-0.10446052
MN10AA3403,799.20294,997.2081705729166,34.452255,11.934549,7.08894,0.015101691,0.020561002,0.99967456,0.90995836,-0.41466686,-0.005217641,-0.41442463,-0.909741,0.024971826
MN13AA0508,1894.748,2096.048828125,49.552437,23.654453,13.358664,0.0039171823,-0.037756793,0.99927926,0.99531907,0.09664337,-0.00025008235,0.09656428,-0.9946027,-0.037958626
MN10AA2110,750.9664,814.4981282552084,39.750587,11.719278,5.3880186,-0.05496474,-0.032840125,0.9979481,0.9057053,-0.4223778,0.035984755,-0.4203294,-0.9058248,-0.05295936
MN19050205,3757.2725,5205.2900390625,111.40766,17.68078,10.010205,0.025207533,-0.03575965,0.99904245,0.9883318,0.151059,-0.01953029,0.15021595,-0.9878777,-0.039150227
MN12AA5906,4286.1523,7426.461588541667,90.82895,28.594051,9.687016,0.0494472,0.034495085,-0.99818087,-0.996784,0.064805284,-0.047138464,-0.06306135,-0.9973015,-0.03758859
MN19080813,2075.3665,3279.5784505208335,48.193295,17.689188,12.252388,-0.022499582,-0.072492845,0.99711514,0.9605751,0.2748816,0.04165967,0.2771086,-0.9587413,-0.063450105
MN12AA6304,17931.69,40660.1171875,216.58548,39.48848,29.02441,0.0402365,0.0036190914,-0.99918365,-0.9988216,0.027303439,-0.040123027,-0.02713594,-0.9996206,-0.0047134217
MN12AA0402,7917.874,19728.451822916668,125.5813,30.076088,17.141638,0.05924483,0.01702709,0.99809825,-0.9931071,0.1023039,0.057203308,0.101135336,0.99460745,-0.0229707
MN19050238,1743.5497,2002.19580078125,48.337734,16.157791,13.071909,0.17585394,0.20091814,-0.96369463,0.98390627,-0.0043661655,0.17863186,-0.03168273,0.9795983,0.19845243
MN12AA0607,2836.9434,4295.681966145833,73.77624,22.61608,11.656794,0.14076339,-0.06354672,0.98800176,-0.98850626,0.04656487,0.14383024,0.055146113,0.9968919,0.0562617
MN18050308,2606.5981,4189.221354166667,75.42413,20.4769,14.938629,0.04346881,0.037120793,-0.9983649,0.9752957,0.21506281,0.050460752,-0.21658431,0.97589445,0.026855227
MN13AA1407,11353.381,23293.140625,137.98978,39.932518,27.812702,-3.3788522e-06,-4.8354714e-06,-1.0,-5.690067e-06,-1.0,4.8354905e-06,1.0,-5.6900835e-06,-3.3788247e-06
MN19081202,2931.2393,4480.408203125,79.88651,20.111504,15.008402,0.16292179,0.06165809,0.9847105,0.97773015,-0.14390755,-0.15275604,-0.13228862,-0.9876684,0.083730645
MN15AA2703,5081.92,9254.354817708334,82.780304,29.498333,17.888557,0.06607927,0.0009869891,0.9978139,0.98909515,0.13184509,-0.06563229,0.13162164,-0.9912698,-0.0077360007
MN13AA1414,2738.173,4687.779947916667,70.61191,22.803318,12.375917,0.059494793,0.019779947,-0.9980326,0.9909199,0.11959399,0.061441015,-0.120574005,0.99262583,0.012485122
MN12AA0411,637.4323,687.231201171875,30.96742,11.844456,6.120641,0.06668123,-0.04885481,0.99657756,-0.9939485,0.08412969,0.070629574,0.08729236,0.9952564,0.042949293
MN12AA6004,11410.13,24866.604166666668,196.70575,36.605774,28.29726,0.05622963,-0.03258793,0.9978859,-0.99611205,0.06605657,0.05828688,0.06781637,0.9972836,0.028746894
MN10AA2604,1221.3364,1413.95556640625,39.099182,29.423832,10.007759,0.5335211,0.035479043,0.8450423,0.83959436,0.09846344,-0.5342155,0.102159224,-0.994508,-0.022744315
MN13AA0413,4319.7065,6376.620442708333,128.90736,21.80532,13.937973,0.012145266,-0.014833672,0.99981624,-0.98973775,0.14219509,0.014132501,0.14237858,0.9897275,0.012954448
MN10AA2910,728.6452,1102.9264322916667,24.809816,14.087254,11.1201725,0.32165623,0.018507546,-0.94667566,0.9295904,0.18389066,0.31944618,-0.17999697,0.98277247,-0.041945133
MN13AA0911,1060.724,1060.802734375,57.595703,12.783771,6.796693,0.036615457,0.05191167,-0.9979802,-0.96860707,0.24756175,-0.022660417,-0.24588539,-0.9674804,-0.059346598
