Specimen,Break Count,interior_edge_endosteal,interior_edge_break,Interrupted_False,Interrupted_True,ridge_notch_False,ridge_notch_True,interior_notch_False,interior_notch_True,Mean_min,Mean_max,Mean_mean,Mean_median,Mean_std,Median_min,Median_max,Median_mean,Median_median,Median_std,STD_min,STD_max,STD_mean,STD_median,STD_std,Max_min,Max_max,Max_mean,Max_median,Max_std,Min_min,Min_max,Min_mean,Min_median,Min_std,Range_min,Range_max,Range_mean,Range_median,Range_std,ArcLength_min,ArcLength_max,ArcLength_mean,ArcLength_median,ArcLength_std,EuclideanLength_min,EuclideanLength_max,EuclideanLength_mean,EuclideanLength_median,EuclideanLength_std,ArcAngle_min,ArcAngle_max,ArcAngle_mean,ArcAngle_median,ArcAngle_std,Species,Common,SzCl,SizeRangeLb,SizeRangeKg,SkelPort,LPort,Element,Side,ActorTaxon,Effector,trab,Surface Area,Volume,Bounding Box Dim1,Bounding Box Dim2,Bounding Box Dim3
MN10AA0403,11,11,0,11,0,11,0,11,0,69.84626,127.71865200000002,101.58338147028253,98.245594,19.66572522319188,69.84626,132.085327,102.88940522727272,98.245594,19.978156446147466,0.0,33.09045161223774,10.146589549953799,7.5160407424939,9.79132863877833,69.84626,160.890732,117.24560754545456,115.408882,27.82455216513755,47.156315,126.844879,86.6254780909091,83.527512,22.234334411469245,0.0,103.90710099999998,30.62012945454546,21.323746,32.100094994949345,4.302172902729615,78.79640883761047,22.564477033732302,11.777015046128712,24.88691451711849,4.228448983965631,76.3521954857226,21.12711132455344,10.491973161422022,24.23387957955328,11.09960710811837,83.45473433859878,37.43737190933142,32.601010690267856,22.309498815352345,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,right,Homo sapiens,HSAnv,False,6964.7437,16603.479166666668,102.04968,28.943384,21.16525
MN10AA0503,3,3,0,3,0,3,0,3,0,96.58088032075472,104.23209382758624,100.17622358278032,99.71569660000002,3.1405234020442983,96.10463,101.047249,98.48953533333334,98.316727,2.0215122532141323,4.2315262739550885,15.72019155425821,11.107400911571046,13.370484906499836,4.955705086516465,106.451263,138.716721,127.14299,136.260986,14.665568139454018,49.40234,94.719238,72.95675533333333,74.748688,18.543886289862066,11.732024999999991,86.858646,54.18623466666667,63.968033000000005,31.44057865980324,19.249511123663414,135.48551011314487,74.54386779217332,68.89658213971167,47.620868966599495,19.07728719341405,47.24463199782596,32.80291143097646,32.08681510168936,11.510413366376017,13.129117861214468,55.193166523014185,27.40529145609017,13.89358998404185,19.651473311313126,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,left,Homo sapiens,HSAnv,False,5416.934,11039.860677083334,72.265396,28.83693,26.350298
MN10AA0506,4,4,0,4,0,4,0,4,0,60.5321792,111.07264928571428,79.30191398214285,72.80141372142859,19.525406595940666,59.608681,115.346283,79.68243125000001,71.8873805,21.696206991133412,4.1157033443067546,14.666320328988856,8.417964279653313,7.444916722658821,4.030473742779086,67.551178,121.814552,91.59735875,88.5118525,22.335467608620036,52.91172,95.783241,66.3664465,58.3854125,17.25541273046696,11.616779,48.636101,25.230912249999996,20.335384499999996,14.54275615092207,19.21723021462873,32.2433804205225,24.968410565597893,24.206515813620168,4.825463004605703,19.149877193601004,31.726442722120613,23.63159246573688,21.825024973612955,4.835723578568967,6.951124210281438,83.61334268062576,37.334432339300605,29.3866312331476,29.886752201979252,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,left,Homo sapiens,HSAnv,False,1480.5614,2642.7721354166665,37.461906,22.766037,9.324125
MN10AA0603,12,12,0,12,0,12,0,12,0,50.8236615,155.34799866666668,99.30493761543147,95.87927350000001,31.972284836144087,50.8236615,160.192596,100.001408875,95.020119,32.84122338913994,0.0,21.93888433735067,8.074656282100106,8.206286681022988,6.610244061577972,53.923038,170.245911,110.17468774999998,115.1633265,37.37503977974371,47.724285,142.104919,86.28013133333332,84.217926,29.474730389277855,0.0,61.218132,23.89455641666667,22.250831500000004,20.8303244609196,2.939175957919587,61.28497855520344,18.993126934058957,13.147462596569213,15.505603856264207,2.8820990267511664,60.19340633566105,17.715297786346376,12.33656701365068,15.162410373078506,2.272479278392453,79.40700476980038,29.913826083431687,24.953613061028314,25.617942100652883,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,left,Homo sapiens,HSAnv,False,4389.371,8649.932291666666,80.6089,25.30595,17.25242
MN10AA0604,3,3,0,3,0,3,0,3,0,43.74083730769231,87.90534564705884,72.34755996976553,85.39649695454546,20.253921703200458,39.747772,86.436844,68.22132749999999,78.4793665,20.394245661451283,4.276652917117145,21.22280514300241,13.468128774104722,14.904928262194607,6.992439411843364,76.927963,126.501122,100.51219933333334,98.107513,20.309462664500508,25.006571,83.398743,56.18690333333333,60.155396,24.003098942337093,14.70877,66.34572599999998,44.325296,51.921392,21.75422276352181,40.692111674352006,71.68516729633079,56.61973917568188,57.48193855636283,12.667541593269064,22.321594323882877,68.87393186874118,49.42435988058967,57.07755344914496,19.760373842127212,5.477215803944342,47.46999572090117,20.89147053236171,9.72720007223962,18.87377532395253,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,left,Homo sapiens,HSAnv,False,2784.7112,4587.419596354167,85.49541,19.725739,8.677063
MN10AA0607,5,5,0,5,0,5,0,5,0,74.80849046666665,109.39109033333334,93.80915988857143,91.578855,12.70744702885539,74.603882,109.297745,94.4402406,95.784294,13.432002586248913,0.762258013040349,18.91385956002869,9.755949013055732,11.001730347200503,6.2348536626559845,87.519302,119.592087,107.24727619999999,110.367828,10.752681085855501,64.378265,108.507698,76.253755,68.537582,16.38984582884824,1.860129999999998,51.054505000000006,30.993521199999996,33.158821,17.523659065810754,6.824059607210204,39.49465836303667,21.912558763311235,14.942858385414649,14.195090491187447,6.805926865607654,38.10795677388122,20.278945818799986,9.364895568558149,14.542983515158591,4.924355537775474,71.67670658386544,41.381985067535766,57.50566616921672,26.784603155249076,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,left,Homo sapiens,HSAnv,False,1221.9553,2029.8653971354167,43.385487,12.566452,10.962654
MN10AA0705,7,7,0,7,0,7,0,7,0,58.078328181818186,135.2900023125,86.75653269960848,84.94080535294118,24.343522889349085,59.372383,139.416626,86.98345707142857,84.073784,25.41675482427844,0.4843368994085251,21.287687217691165,9.143975089491837,6.1373278663029085,6.651274857927585,65.506119,159.332748,99.16882114285715,97.435768,28.75092005096288,48.643642,99.001686,72.72419442857144,76.765251,19.027227472819224,1.0518649999999925,62.646293000000014,26.444626714285715,20.67051699999999,18.812861317638355,10.09757001541499,58.50861544220584,29.813553133596002,28.388775072158094,14.354911034956405,10.00342275523733,58.24455908786674,25.349215008093687,20.547121660222874,15.04514178252551,2.7851248408710214,66.03149896349213,25.056669844296398,14.1964531560719,23.935457299999847,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,3848.4414,6605.420572916667,81.53912,23.322014,13.811296
MN10AA0706,5,5,0,5,0,5,0,5,0,84.76619,150.480324,103.73305286666667,97.043854,23.936367893510337,84.76619,150.480324,103.66262979999999,95.329269,23.792532606444638,0.0,11.18430560173697,5.155093447217544,6.988355634350752,4.446426050011774,84.76619,158.08313,115.39793420000001,98.016678,28.142998020740837,73.662384,142.877518,97.82741719999999,90.78714,23.808551161120736,0.0,48.29267899999999,17.570517,15.205612000000002,17.960566690912486,3.0570878497836524,60.08785391948789,25.307473148294655,7.751276724851688,25.111887257051006,3.0179531755810896,58.59524460858577,24.77759221234668,6.876790318891516,24.794325034544844,4.290561843650959,83.15597395901187,35.71761528198049,27.131476426451087,30.518017707507823,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,1689.5548,2615.29443359375,66.79654,13.228633,8.350239
MN10AA0707,6,6,0,6,0,6,0,6,0,76.97385025,154.6088865,100.64315044596702,86.82865980113635,27.447224253309578,75.1019365,154.6088865,101.86393733333331,85.89860525,30.50648436328005,1.0311289140125433,54.68623591741276,17.127429313423413,9.445611223361947,18.0578343517871,78.322655,176.231522,124.24569833333334,115.61393,34.47892441173697,33.37167,148.577591,75.91093883333333,70.79364000000001,35.4565871198008,2.601792000000003,142.85985200000002,48.3347595,31.379024499999993,47.32453737558637,10.090191939503754,37.61577924009404,25.045973484656912,24.629126264886605,10.098098523924696,9.68397715094372,35.44571531384294,21.13458955510554,19.91147902258613,8.307383900516284,2.0789472424856537,52.37864740284847,24.562829179002865,24.17921900294249,15.578480608628457,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,2414.422,4510.836263020833,56.289307,21.069809,15.11335
MN10AA0708,5,5,0,5,0,5,0,5,0,85.544144,135.5625,115.25971542467532,115.85738421428572,16.98011225253587,85.544144,147.300003,120.5847612,117.465088,20.91933994500975,0.0,31.468995661519628,10.629983432408924,7.394050517963507,11.697021968115251,85.544144,167.983139,129.25932159999996,132.075439,26.363805545097772,71.903816,135.5625,96.4947724,85.544144,22.180857820701465,0.0,83.321609,32.7645492,27.273566999999986,32.09963791060942,4.540944805896164,35.14256995382719,21.903055800240846,30.77751374408118,13.219671681786531,4.483336299007691,32.6638109315187,17.39578805083601,14.478576864802704,11.28094923498866,7.06617758353366,71.6852930629943,32.41649031029275,32.8539354953191,22.933928152202,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,1668.5088,2293.3922526041665,50.87493,19.293837,8.4665165
MN10AA0709,6,0,6,6,0,6,0,6,0,87.82667325,155.18687933333334,107.66063545601851,99.039505125,22.536326254019915,89.5807645,157.261978,107.52143041666666,98.029194,22.97137923452966,2.1482355317697825,19.835693177688484,9.099984866612038,8.054395617733933,5.37904575036413,97.292892,161.943756,120.24003083333332,107.908348,24.332298447608284,74.852272,146.354904,95.83426533333333,89.2591055,23.954691951214762,5.575561000000008,53.497681,24.405765500000005,23.4764555,14.621322934999585,7.553415966748081,26.59232117753177,16.614892908662515,14.341719386124101,6.8220136279691745,7.110927656079759,23.95124173941719,14.810030043594281,14.110105738817074,5.234144674586432,7.2231157068553475,88.3684698223322,50.417633872786844,49.12532137068389,27.290868169473477,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,1728.4218,3353.1988932291665,33.111053,23.764235,14.201297
MN10AA0803,4,4,0,4,0,4,0,4,0,44.3565042631579,90.65135200000002,74.75944936430922,82.01497059703948,17.938972816641137,43.0153485,90.925774,76.046251,85.12194075,19.53653410562774,2.3558158594598764,24.703997639429712,11.582731095912129,9.635555442379463,8.68698170707384,64.695709,109.278099,89.516054,92.04520400000001,15.992154349334257,16.42989,87.638672,53.770525000000006,55.506769000000006,27.123733234443907,5.750938000000005,67.83163099999999,35.745529000000005,34.6997735,23.976320719406598,11.635412004057194,128.56940433850116,71.77724680368034,73.4520854360815,52.49386906105315,11.08308574179592,125.23536608426552,67.85036581546784,67.54150571790497,49.804412884223346,1.096350786899453,48.95458251375492,13.814720551019107,2.603974451711029,20.316546682078577,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,4552.7383,9056.704427083334,127.12352,20.211878,13.822287
MN10AA0804,7,7,0,7,0,7,0,7,0,71.17008736842106,130.715561,102.46657394429825,105.92014653333332,21.34048434910641,73.158356,130.715561,103.36524635714285,103.355621,19.30506375444564,0.0,27.38367481495334,12.199375950883875,10.721545211429758,9.63445267762932,93.386421,177.804031,120.64419,113.43808,25.83946328085088,33.086945,130.715561,81.57502485714285,87.639633,32.96466373180026,0.0,83.71332500000001,39.06916514285714,32.01889799999999,31.407581946780464,3.916956760808884,58.12102317176003,29.471336975945146,24.50441208479912,20.9622782213932,3.8029072562974777,49.03629055311993,19.87895409107254,13.866165202391048,16.37753304070292,3.2706252505904936,77.28816408712552,27.407429631859582,26.29585685563743,23.398281386076693,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,2790.5,5216.1474609375,64.917694,19.867744,17.190554
MN10AA0809,3,3,0,3,0,3,0,3,0,76.9031615,125.247245,103.44883533333335,108.1960995,20.019823345288394,89.22328949999999,127.616661,108.80869916666666,109.586147,15.683665868973769,15.149645825204908,23.253569865360426,19.179437013586178,19.135095350193204,3.3085617065916497,96.766876,144.283615,122.98179366666666,127.89489,19.707257681439604,29.468912,104.396942,72.877147,84.765587,31.723321328274405,39.886673,67.297964,50.10464666666667,43.12930300000001,12.229371284541442,20.632856899863867,36.68854574261069,28.76167882766723,28.96363384052713,6.556262930673777,14.778795394415608,33.03779898449653,25.55125652500078,28.837175196090204,7.8079339631944285,5.554111959006936,86.29683430284484,38.14416041987912,22.581534997785592,34.75143436267362,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,distal,mtcar,right,Homo sapiens,HSAnv,False,1030.9469,1448.06787109375,32.826237,19.849838,8.605427
MN10AA0903,6,6,0,6,0,6,0,6,0,49.504544800000005,126.9332311764706,84.30793306202149,83.17714202818627,27.50465225172189,48.450607,128.556046,83.63923675000001,83.33825300000001,26.32242018816975,2.1227610770487013,33.1334794704184,12.955252703768044,9.908312202998601,10.380060770658998,52.443539,144.90062,108.26884733333334,129.5263975,36.96291725211029,22.261902,111.05175,64.39508933333333,59.1308305,30.255451697194978,5.145347999999999,106.30195600000002,43.87375800000001,37.243840000000006,33.95191247937922,13.245651685716773,146.93551896560132,53.789730261736885,38.74747400779464,44.06040431224556,12.24554745244164,96.5985391910768,39.69755919624139,29.820032550267953,28.815638916351947,5.107905623721721,83.41562719017026,28.82029148266699,15.779806295949227,27.733071332347826,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,left,Homo sapiens,HSAnv,False,10675.954,28212.921875,132.3567,35.37931,23.987473
MN10AA0904,6,6,0,6,0,6,0,6,0,69.11329975,110.3112334,84.89434412790403,77.47371389204545,15.661620502610573,47.9107225,108.516937,81.61069691666667,77.71092775,20.325912169100597,2.434120066073418,36.644424682908905,12.78919042568382,8.113267704975533,11.61176315749472,75.724648,125.455681,103.31542333333334,101.396984,18.011946448331855,31.069744,100.446678,67.5883885,70.368,26.302633346587367,6.6956030000000055,94.385937,35.727034833333335,25.027832000000004,30.228045342721824,10.299761733186555,51.89390213196133,25.39392997751538,19.593090092928698,15.423009893434042,9.863941893583918,51.498947412253,24.28439295948445,16.948094922528036,15.558212393009967,4.945996644613173,67.03517737369245,33.584920386094865,40.245095171008316,21.27107643246461,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,left,Homo sapiens,HSAnv,False,2556.6501,4775.558268229167,61.636818,23.218496,9.802963
MN10AA0905,4,0,4,4,0,4,0,4,0,104.1840395,142.925722,120.33230797916666,117.10973520833332,14.746281337988064,99.9521445,157.5655365,122.89972025,117.0406,21.686975934888164,5.762150377874239,28.089309046427516,12.531214377486691,8.136699042822508,9.166696058640643,123.261658,162.18721,135.1139335,127.503433,15.908295654872294,89.026939,115.424797,100.053068,97.880268,9.89629997111572,15.471076999999994,67.802605,35.0608655,28.48489,20.182703802482283,5.7217395496042585,47.72170094987384,25.672910835237722,24.624101420736395,17.37534556759669,5.50198193199505,47.41295624246604,25.395809840054227,24.334150592877915,17.341888231326042,4.58193990290011,87.20374215366095,32.67868973192695,19.46453843557337,32.952358360710775,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,left,Homo sapiens,HSAnv,False,1558.34,2445.2019856770835,60.00226,13.776306,9.366137
MN10AA0906,3,3,0,3,0,3,0,3,0,117.1480995,172.71887199999998,140.57084869047617,131.84557457142856,23.510642914803217,114.401531,172.71887199999998,139.299666,130.778595,24.558563388600323,0.1112059999999957,5.609707840921302,3.5305950355941786,4.870871265861239,2.4366145781552335,125.502609,172.830078,147.583857,144.418884,19.45053762846564,111.943947,172.607666,137.22259766666664,127.11618,25.77629995774638,0.2224119999999914,17.30270399999999,10.361259333333331,13.558662000000012,7.330376596097521,24.61178607741989,26.88253583598658,25.863603988261573,26.09649005137825,0.9415423712551513,21.71008383996342,26.404622080991803,23.683581773925493,22.93603940082125,1.9880957427999966,1.2138930070462208,6.665846913169846,3.796665152277008,3.5102555366149573,2.2349456666895993,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,left,Homo sapiens,HSAnv,False,1597.8849,2731.4557291666665,52.969524,14.502096,12.190846
MN10AA0907,5,5,0,5,0,5,0,5,0,70.959188,107.36698636363636,92.7176718660021,91.13749011111108,12.753387377398349,72.923653,106.21608,93.6537051,93.8865055,11.652109785977425,4.435636041614855,37.3421325067492,14.940513593931005,11.140852472626577,12.043184214709326,75.136215,160.18576,119.5846358,129.315125,29.283196462431423,33.496605,90.674446,70.0583816,79.954063,20.07314221663782,10.318519000000007,126.689155,49.5262542,38.64067899999999,41.18812470713373,6.7327865492720536,63.36022257499757,37.77253605295867,33.33917720274285,20.1801682276517,6.431747174757414,62.6626848672318,32.27050624392983,29.03773137660723,18.33422513520783,3.274063004420877,76.38444167639136,42.132258961792914,37.4525270776056,29.93510970311635,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,left,Homo sapiens,HSAnv,False,4206.0454,10682.106770833334,70.2558,26.770245,16.962158
