Specimen,BreakNo,ep1,ep2,ep1_x,ep1_y,ep1_z,ep2_x,ep2_y,ep2_z
MN11AA0904,3,2,3,44.7272,15.9436,-56.1252,43.0659,15.4163,-63.1179
MN11AA0904,4,3,4,43.0659,15.4163,-63.1179,45.7868,14.9531,-65.2708
MN11AA0904,5,4,5,45.7868,14.9531,-65.2708,46.7444,14.6266,-68.9789
MN11AA0904,6,5,6,46.7444,14.6266,-68.9789,49.2698,14.5861,-71.7684
MN11AA0904,7,6,7,49.2698,14.5861,-71.7684,51.259,14.5338,-75.2626
MN11AA0904,8,7,8,51.259,14.5338,-75.2626,57.3478,17.661,-83.043
MN11AA0904,9,8,0,57.3478,17.661,-83.043,59.0301,20.2635,-80.1216
MN11AA0906,1,0,1,44.8164,22.9231,-52.3997,58.9555,16.0359,-70.4949
MN11AA0906,2,4,0,44.7867,23.3353,-47.8567,44.8164,22.9231,-52.3997
MN11AA0906,3,3,4,59.9769,15.6399,-40.3762,44.7867,23.3353,-47.8567
MN11AA0906,4,2,3,61.7313,17.0268,-66.9784,59.9769,15.6399,-40.3762
MN11AA0906,5,1,2,58.9555,16.0359,-70.4949,61.7313,17.0268,-66.9784
MN11AA1003,1,0,1,48.4621,32.0709,-54.7512,45.1161,26.7256,-97.1826
MN11AA1003,2,1,2,45.1161,26.7256,-97.1826,50.3188,17.0507,-100.367
MN11AA1003,3,2,5,50.3188,17.0507,-100.367,68.786,28.6031,-112.466
MN11AA1003,4,3,4,61.9161,13.9729,-112.684,68.5513,24.8436,-116.096
MN11AA1003,5,5,6,68.786,28.6031,-112.466,72.1427,23.975,-76.3363
MN11AA1003,6,6,7,72.1427,23.975,-76.3363,51.3168,16.4861,-39.6851
MN11AA1003,7,7,0,51.3168,16.4861,-39.6851,48.4621,32.0709,-54.7512
MN11AA1107,1,0,1,61.8888,27.6799,-64.0428,41.5037,19.5448,-50.9632
MN11AA1107,2,1,2,41.5037,19.5448,-50.9632,54.4669,15.8604,-69.427
MN11AA1107,3,2,0,54.4669,15.8604,-69.427,61.8888,27.6799,-64.0428
MN12AA0102,1,0,1,66.4174,20.501,-66.8874,57.0233,13.2677,-35.8039
MN12AA0102,2,1,2,57.0233,13.2677,-35.8039,53.3822,13.5797,-31.8518
MN12AA0102,3,2,3,53.3822,13.5797,-31.8518,48.1359,14.9537,-30.7984
MN12AA0102,4,3,4,48.1359,14.9537,-30.7984,43.268,19.4317,-24.05
MN12AA0102,5,4,5,43.268,19.4317,-24.05,40.7091,24.0245,-46.4759
MN12AA0102,6,5,6,40.7091,24.0245,-46.4759,41.8649,22.6048,-57.3693
MN12AA0102,7,6,7,41.8649,22.6048,-57.3693,43.1549,23.2511,-104.664
MN12AA0102,8,7,8,43.1549,23.2511,-104.664,61.7643,14.7243,-93.6538
MN12AA0102,9,8,9,61.7643,14.7243,-93.6538,64.7966,17.2115,-88.2392
MN12AA0102,10,9,0,64.7966,17.2115,-88.2392,66.4174,20.501,-66.8874
MN12AA0104,1,0,1,37.6259,15.1234,-30.2581,37.866,26.2864,-52.8601
MN12AA0104,2,1,2,37.866,26.2864,-52.8601,44.8224,26.216,-86.4642
MN12AA0104,3,2,3,44.8224,26.216,-86.4642,66.9692,19.6566,-67.3263
MN12AA0104,4,3,4,66.9692,19.6566,-67.3263,67.0537,25.2281,-42.9164
MN12AA0104,5,4,5,67.0537,25.2281,-42.9164,62.8412,17.5045,-35.6569
MN12AA0104,6,5,6,62.8412,17.5045,-35.6569,54.6489,12.2707,-28.4615
MN12AA0104,7,6,0,54.6489,12.2707,-28.4615,37.6259,15.1234,-30.2581
MN12AA0105,1,0,1,44.0182,27.0782,-36.13,43.4017,26.1658,-50.593
MN12AA0105,2,1,2,43.4017,26.1658,-50.593,44.9851,23.4711,-57.3116
MN12AA0105,3,2,3,44.9851,23.4711,-57.3116,48.7024,18.3923,-74.5582
MN12AA0105,4,3,4,48.7024,18.3923,-74.5582,51.5145,16.7513,-79.6113
MN12AA0105,5,4,5,51.5145,16.7513,-79.6113,61.2384,17.7807,-79.3086
MN12AA0105,6,5,6,61.2384,17.7807,-79.3086,69.3002,21.4424,-52.0728
MN12AA0105,7,6,7,69.3002,21.4424,-52.0728,69.0882,22.5955,-41.5416
MN12AA0105,8,7,8,69.0882,22.5955,-41.5416,67.43,20.3333,-23.4512
MN12AA0105,9,8,9,67.43,20.3333,-23.4512,63.2389,20.4369,-17.6544
MN12AA0105,10,9,10,63.2389,20.4369,-17.6544,55.2057,19.8348,-22.6669
MN12AA0105,11,10,11,55.2057,19.8348,-22.6669,47.7024,22.5085,-30.0231
MN12AA0105,12,11,0,47.7024,22.5085,-30.0231,44.0182,27.0782,-36.13
MN12AA0106,1,0,1,73.7645,24.9843,-86.4582,72.7761,19.0571,-48.305
MN12AA0106,2,1,2,72.7761,19.0571,-48.305,72.1867,16.5896,-35.3527
MN12AA0106,3,2,3,72.1867,16.5896,-35.3527,58.7875,15.5538,-41.3549
MN12AA0106,4,3,4,58.7875,15.5538,-41.3549,49.5433,24.719,-43.6751
MN12AA0106,5,4,5,49.5433,24.719,-43.6751,48.6947,25.8298,-44.9794
MN12AA0106,6,5,0,48.6947,25.8298,-44.9794,73.7645,24.9843,-86.4582
MN12AA0106,7,6,7,55.5493,15.2417,-77.7911,64.7008,16.3019,-88.2862
MN12AA0110,1,0,1,63.6796,16.9699,-69.9004,49.7876,13.8335,-43.4597
MN12AA0110,2,1,2,49.7876,13.8335,-43.4597,42.1023,21.1556,-52.8254
MN12AA0110,3,2,3,42.1023,21.1556,-52.8254,47.7412,19.1115,-72.7213
MN12AA0110,4,3,4,47.7412,19.1115,-72.7213,58.7269,16.8152,-73.6239
MN12AA0110,5,4,0,58.7269,16.8152,-73.6239,63.6796,16.9699,-69.9004
MN12AA0202,1,0,1,32.6357,22.9364,-63.1549,50.3842,19.8407,-115.28
MN12AA0202,2,1,2,50.3842,19.8407,-115.28,55.4727,17.6724,-113.686
MN12AA0202,3,2,3,55.4727,17.6724,-113.686,63.054,18.5923,-106.703
MN12AA0202,4,3,4,63.054,18.5923,-106.703,64.8187,19.6697,-102.791
MN12AA0202,5,4,5,64.8187,19.6697,-102.791,62.8615,20.4338,-81.378
MN12AA0202,6,5,6,62.8615,20.4338,-81.378,58.8863,27.5379,-56.1035
MN12AA0202,7,6,7,58.8863,27.5379,-56.1035,57.9866,27.6669,-51.3332
MN12AA0202,8,7,8,57.9866,27.6669,-51.3332,54.0693,30.4993,-36.6451
MN12AA0202,9,8,9,54.0693,30.4993,-36.6451,52.9587,27.7926,-31.6846
MN12AA0202,10,9,10,52.9587,27.7926,-31.6846,52.8664,15.0317,-41.4224
MN12AA0202,11,10,11,52.8664,15.0317,-41.4224,50.3839,12.8282,-44.0592
MN12AA0202,12,11,12,50.3839,12.8282,-44.0592,43.6094,10.9682,-40.384
MN12AA0202,13,12,13,43.6094,10.9682,-40.384,35.5272,12.4237,-31.9361
MN12AA0202,14,13,14,35.5272,12.4237,-31.9361,34.0782,13.8892,-37.1851
MN12AA0202,15,14,0,34.0782,13.8892,-37.1851,32.6357,22.9364,-63.1549
MN12AA0203,1,0,1,33.3119,23.3574,-57.5047,55.3512,16.8284,-115.66
MN12AA0203,2,1,2,55.3512,16.8284,-115.66,62.7826,23.9749,-90.2587
MN12AA0203,3,2,3,62.7826,23.9749,-90.2587,61.9122,21.2491,-70.4796
MN12AA0203,4,3,4,61.9122,21.2491,-70.4796,57.9796,18.3517,-66.1629
MN12AA0203,5,4,5,57.9796,18.3517,-66.1629,54.7894,16.1468,-59.4315
MN12AA0203,6,5,6,54.7894,16.1468,-59.4315,54.0744,15.1786,-53.9745
MN12AA0203,7,6,7,54.0744,15.1786,-53.9745,55.326,15.2984,-44.4456
MN12AA0203,8,7,8,55.326,15.2984,-44.4456,54.9365,14.9104,-38.2495
MN12AA0203,9,8,9,54.9365,14.9104,-38.2495,41.322,10.987,-27.3056
MN12AA0203,10,9,10,41.322,10.987,-27.3056,37.2114,12.3547,-29.7544
MN12AA0203,11,10,0,37.2114,12.3547,-29.7544,33.3119,23.3574,-57.5047
MN12AA0204,1,0,1,63.1086,24.2698,-48.0348,62.3472,19.7218,-24.5979
MN12AA0204,2,1,2,62.3472,19.7218,-24.5979,47.4201,10.979,-15.9932
MN12AA0204,3,2,3,47.4201,10.979,-15.9932,43.9402,12.2504,-20.91
MN12AA0204,4,3,4,43.9402,12.2504,-20.91,37.212,19.6765,-25.1501
MN12AA0204,5,4,5,37.212,19.6765,-25.1501,36.0331,22.735,-34.7217
MN12AA0204,6,5,6,36.0331,22.735,-34.7217,40.8693,21.2807,-66.848
MN12AA0204,7,6,7,40.8693,21.2807,-66.848,61.6086,22.3899,-68.7144
MN12AA0204,8,7,0,61.6086,22.3899,-68.7144,63.1086,24.2698,-48.0348
MN12AA0205,1,0,1,44.1223,11.1381,-24.8469,46.4392,18.5524,-76.7284
MN12AA0205,2,1,2,46.4392,18.5524,-76.7284,62.5936,16.1522,-42.9397
MN12AA0205,3,3,4,63.0418,18.0741,-38.0347,59.0158,16.4751,-28.3165
MN12AA0205,4,4,5,59.0158,16.4751,-28.3165,56.3352,14.5587,-26.7211
MN12AA0205,5,5,0,56.3352,14.5587,-26.7211,44.1223,11.1381,-24.8469
MN12AA0205,6,2,3,62.5936,16.1522,-42.9397,63.0418,18.0741,-38.0347
MN12AA0206,1,0,1,54.0501,17.2398,-70.1028,61.7374,17.5472,-29.8302
MN12AA0206,2,1,2,61.7374,17.5472,-29.8302,51.5707,11.4658,-16.0866
MN12AA0206,3,2,5,51.5707,11.4658,-16.0866,32.3948,21.8421,-46.0798
MN12AA0206,4,3,4,38.0842,15.8982,-29.6536,35.1646,17.8282,-37.8627
MN12AA0206,5,5,6,32.3948,21.8421,-46.0798,32.8395,20.9307,-49.3
MN12AA0206,6,6,0,32.8395,20.9307,-49.3,54.0501,17.2398,-70.1028
MN12AA0207,1,0,1,44.1747,14.7019,-23.5861,45.6151,16.8377,-71.6078
MN12AA0207,2,1,2,45.6151,16.8377,-71.6078,57.6651,16.1865,-70.0434
MN12AA0207,3,2,3,57.6651,16.1865,-70.0434,59.7599,19.2297,-46.9514
MN12AA0207,4,3,4,59.7599,19.2297,-46.9514,53.3517,15.9184,-30.2878
MN12AA0207,5,4,5,53.3517,15.9184,-30.2878,49.2803,14.608,-30.8578
MN12AA0207,6,5,0,49.2803,14.608,-30.8578,44.1747,14.7019,-23.5861
MN12AA0208,1,0,3,42.072,19.4916,-15.5069,47.0463,15.4753,-70.5564
MN12AA0208,2,1,2,42.7645,18.9264,-26.1539,41.9554,19.8089,-42.4545
MN12AA0208,3,3,4,47.0463,15.4753,-70.5564,56.1616,11.4632,-41.5588
MN12AA0208,4,4,5,56.1616,11.4632,-41.5588,55.6654,12.7779,-25.5309
MN12AA0208,5,5,0,55.6654,12.7779,-25.5309,42.072,19.4916,-15.5069
MN12AA0209,1,0,1,38.8204,20.0579,-32.9804,51.4783,19.2311,-51.6613
MN12AA0209,2,1,2,51.4783,19.2311,-51.6613,58.2008,17.6416,-21.8279
MN12AA0209,3,2,3,58.2008,17.6416,-21.8279,55.4455,16.0015,-22.3396
MN12AA0209,4,3,4,55.4455,16.0015,-22.3396,51.2804,14.4872,-26.9856
MN12AA0209,5,4,5,51.2804,14.4872,-26.9856,47.1055,15.4508,-28.6815
MN12AA0209,6,5,0,47.1055,15.4508,-28.6815,38.8204,20.0579,-32.9804
MN12AA0210,1,0,1,43.0217,20.7282,-34.3312,56.3405,20.5564,-14.8477
MN12AA0210,2,1,2,56.3405,20.5564,-14.8477,58.6244,21.2716,-16.0296
MN12AA0210,3,2,3,58.6244,21.2716,-16.0296,63.1645,20.7217,-35.0169
MN12AA0210,4,4,0,59.8634,21.9145,-35.4608,43.0217,20.7282,-34.3312
MN12AA0210,5,3,4,63.1645,20.7217,-35.0169,59.8634,21.9145,-35.4608
MN12AA0301,1,0,3,63.5713,23.0288,-88.613,67.635,22.8164,-49.3511
MN12AA0301,2,1,2,63.3577,21.7246,-84.4825,63.2567,20.8794,-79.602
MN12AA0301,3,3,4,67.635,22.8164,-49.3511,66.0688,19.6456,-35.7526
MN12AA0301,4,4,5,66.0688,19.6456,-35.7526,61.1968,14.2895,-28.3024
MN12AA0301,5,5,6,61.1968,14.2895,-28.3024,47.969,12.3713,-40.0608
MN12AA0301,6,6,7,47.969,12.3713,-40.0608,42.7315,15.3326,-46.4418
MN12AA0301,7,7,8,42.7315,15.3326,-46.4418,39.2895,19.1334,-60.5875
MN12AA0301,8,8,9,39.2895,19.1334,-60.5875,43.0303,16.4608,-83.0358
MN12AA0301,9,9,10,43.0303,16.4608,-83.0358,52.3249,15.8745,-91.004
MN12AA0301,10,10,11,52.3249,15.8745,-91.004,57.7817,18.2485,-95.8357
MN12AA0301,11,11,0,57.7817,18.2485,-95.8357,63.5713,23.0288,-88.613
MN12AA0302,1,0,1,56.1697,18.9381,-73.2984,54.8153,17.7155,-68.8808
MN12AA0302,2,1,4,54.8153,17.7155,-68.8808,45.5784,12.6502,-39.1667
MN12AA0302,3,2,3,51.1019,14.9933,-56.0112,49.5253,14.2051,-51.2216
MN12AA0302,4,4,5,45.5784,12.6502,-39.1667,43.5225,15.1147,-47.5122
MN12AA0302,5,5,6,43.5225,15.1147,-47.5122,44.2626,15.8247,-51.544
MN12AA0302,6,6,7,44.2626,15.8247,-51.544,44.5571,16.7157,-55.8125
MN12AA0302,7,7,8,44.5571,16.7157,-55.8125,43.7612,19.9141,-66.5367
MN12AA0302,8,8,11,43.7612,19.9141,-66.5367,48.8513,21.3916,-83.4494
MN12AA0302,9,9,10,43.7064,22.3344,-74.9363,45.2955,22.7604,-81.268
MN12AA0302,10,11,12,48.8513,21.3916,-83.4494,51.3977,20.9085,-81.6093
MN12AA0302,11,12,0,51.3977,20.9085,-81.6093,56.1697,18.9381,-73.2984
MN12AA0303,1,0,1,57.2898,19.3127,-26.6075,54.1904,22.9142,-42.4233
MN12AA0303,2,1,2,54.1904,22.9142,-42.4233,48.3745,24.7516,-50.0941
MN12AA0303,3,2,3,48.3745,24.7516,-50.0941,44.8702,23.6735,-43.3375
MN12AA0303,4,3,4,44.8702,23.6735,-43.3375,43.0653,20.8242,-30.7519
MN12AA0303,5,4,0,43.0653,20.8242,-30.7519,57.2898,19.3127,-26.6075
MN12AA0303,6,5,6,46.4123,20.3366,-24.6221,52.3503,20.0892,-23.8909
MN12AA0402,1,0,1,72.6825,29.4278,-81.4356,68.6243,24.4168,-16.9777
MN12AA0402,2,1,2,68.6243,24.4168,-16.9777,46.4621,31.1082,-19.3977
MN12AA0402,3,2,5,46.4621,31.1082,-19.3977,43.1193,28.2922,-112.855
MN12AA0402,4,3,4,44.1352,25.1439,-103.53,43.6944,25.8833,-109.43
MN12AA0402,5,5,6,43.1193,28.2922,-112.855,48.6493,20.5634,-135.246
MN12AA0402,6,6,7,48.6493,20.5634,-135.246,53.8561,18.2853,-132.433
MN12AA0402,7,7,8,53.8561,18.2853,-132.433,58.3326,17.5222,-126.328
MN12AA0402,8,8,0,58.3326,17.5222,-126.328,72.6825,29.4278,-81.4356
MN12AA0403,1,0,1,58.7033,21.8076,-101.229,66.2584,27.2237,-67.6472
MN12AA0403,2,1,2,66.2584,27.2237,-67.6472,58.9259,34.1036,-42.6949
MN12AA0403,3,2,3,58.9259,34.1036,-42.6949,66.3467,24.6539,-29.3568
MN12AA0403,4,3,6,66.3467,24.6539,-29.3568,52.5827,10.9028,-16.844
MN12AA0403,5,6,7,52.5827,10.9028,-16.844,42.4221,19.4773,-44.0962
MN12AA0403,6,4,5,63.8518,12.8036,-17.8765,56.6715,11.7305,-17.1476
MN12AA0403,7,7,8,42.4221,19.4773,-44.0962,42.903,20.6366,-60.6942
MN12AA0403,8,8,9,42.903,20.6366,-60.6942,44.7475,22.4541,-106.354
MN12AA0403,9,9,10,44.7475,22.4541,-106.354,51.6501,20.376,-109.593
MN12AA0403,10,10,11,51.6501,20.376,-109.593,57.8223,21.4528,-106.209
MN12AA0403,11,11,0,57.8223,21.4528,-106.209,58.7033,21.8076,-101.229
MN12AA0404,1,0,1,57.5885,17.145,-104.64,61.1269,14.285,-13.8472
MN12AA0404,2,1,2,61.1269,14.285,-13.8472,45.3839,17.1048,-15.4031
MN12AA0404,3,2,3,45.3839,17.1048,-15.4031,36.1269,19.6528,-50.1938
MN12AA0404,4,3,4,36.1269,19.6528,-50.1938,36.1179,20.389,-68.0918
MN12AA0404,5,4,5,36.1179,20.389,-68.0918,35.327,21.0501,-72.0333
MN12AA0404,6,5,6,35.327,21.0501,-72.0333,35.8251,20.4823,-76.6283
MN12AA0404,7,6,7,35.8251,20.4823,-76.6283,38.6918,14.4688,-94.1066
MN12AA0404,8,7,8,38.6918,14.4688,-94.1066,52.5781,14.5954,-104.301
MN12AA0404,9,8,0,52.5781,14.5954,-104.301,57.5885,17.145,-104.64
MN12AA0405,1,0,1,59.5944,27.3599,-93.7855,62.4716,26.4658,-63.3094
MN12AA0405,2,1,2,62.4716,26.4658,-63.3094,61.3121,21.0563,-55.0829
MN12AA0405,3,2,3,61.3121,21.0563,-55.0829,54.4672,13.6657,-34.1932
MN12AA0405,4,3,4,54.4672,13.6657,-34.1932,52.9032,11.6922,-24.9609
MN12AA0405,5,4,5,52.9032,11.6922,-24.9609,48.7254,11.03,-21.9519
MN12AA0405,6,5,6,48.7254,11.03,-21.9519,41.5397,11.5924,-20.4311
MN12AA0405,7,6,7,41.5397,11.5924,-20.4311,27.7264,23.4701,-31.0748
MN12AA0405,8,7,8,27.7264,23.4701,-31.0748,26.763,27.5995,-35.3835
MN12AA0405,9,8,9,26.763,27.5995,-35.3835,26.7393,28.5496,-39.1287
MN12AA0405,10,9,12,26.7393,28.5496,-39.1287,30.1713,21.15,-69.9378
MN12AA0405,11,10,11,27.3127,26.7411,-45.6698,29.3146,22.7457,-64.4361
MN12AA0405,12,12,13,30.1713,21.15,-69.9378,32.2807,18.497,-77.1349
MN12AA0405,13,13,14,32.2807,18.497,-77.1349,37.9029,13.9052,-88.432
MN12AA0405,14,14,15,37.9029,13.9052,-88.432,40.5717,12.9151,-90.509
MN12AA0405,15,15,0,40.5717,12.9151,-90.509,59.5944,27.3599,-93.7855
MN12AA0406,1,0,1,32.2156,25.5888,-73.6156,58.0139,25.5449,-42.3301
MN12AA0406,2,2,3,57.0128,20.2025,-77.0498,59.2838,23.441,-61.9937
MN12AA0406,3,1,4,58.0139,25.5449,-42.3301,44.9494,14.0793,-20.7169
MN12AA0406,4,4,5,44.9494,14.0793,-20.7169,42.1173,13.4515,-19.8736
MN12AA0406,5,5,6,42.1173,13.4515,-19.8736,36.6906,12.991,-19.0052
MN12AA0406,6,6,7,36.6906,12.991,-19.0052,35.4207,19.4799,-67.3454
MN12AA0406,7,7,0,35.4207,19.4799,-67.3454,32.2156,25.5888,-73.6156
MN12AA0407,1,0,1,29.8421,21.6708,-31.6331,41.4404,15.1006,-76.7466
MN12AA0407,2,1,2,41.4404,15.1006,-76.7466,53.7799,17.5768,-70.8952
MN12AA0407,3,2,3,53.7799,17.5768,-70.8952,59.2554,20.7531,-22.0097
MN12AA0407,4,3,4,59.2554,20.7531,-22.0097,56.4859,16.0021,-19.7921
MN12AA0407,5,4,0,56.4859,16.0021,-19.7921,29.8421,21.6708,-31.6331
MN12AA0408,1,0,3,34.5715,21.0041,-37.9757,54.9829,18.5992,-43.1583
MN12AA0408,2,3,4,54.9829,18.5992,-43.1583,55.8517,17.3163,-38.6788
MN12AA0408,3,4,7,55.8517,17.3163,-38.6788,40.69,17.3641,-20.3989
MN12AA0408,4,7,8,40.69,17.3641,-20.3989,35.3672,23.6512,-26.528
MN12AA0408,5,8,9,35.3672,23.6512,-26.528,33.8415,23.0754,-34.8781
MN12AA0408,6,9,0,33.8415,23.0754,-34.8781,34.5715,21.0041,-37.9757
MN12AA0408,7,1,2,35.6759,20.4984,-42.8969,36.5344,19.778,-46.3338
MN12AA0408,8,5,6,48.2632,13.6064,-26.7972,44.7577,14.3453,-24.0602
MN12AA0409,1,0,1,46.5226,18.8199,-8.75632,50.6175,18.3347,-11.4909
MN12AA0409,2,1,2,50.6175,18.3347,-11.4909,54.1988,15.1542,-22.4016
MN12AA0409,3,2,3,54.1988,15.1542,-22.4016,53.4775,14.285,-28.7766
MN12AA0409,4,3,4,53.4775,14.285,-28.7766,42.2569,15.7741,-32.086
MN12AA0409,5,4,5,42.2569,15.7741,-32.086,42.6124,17.127,-18.4183
MN12AA0409,6,5,0,42.6124,17.127,-18.4183,46.5226,18.8199,-8.75632
MN12AA0410,1,0,1,43.2411,20.8461,-46.6642,49.2522,26.0755,-15.9748
MN12AA0410,2,1,2,49.2522,26.0755,-15.9748,51.2427,24.1874,-47.7923
MN12AA0410,3,2,3,51.2427,24.1874,-47.7923,45.888,22.5285,-46.551
MN12AA0410,4,3,0,45.888,22.5285,-46.551,43.2411,20.8461,-46.6642
MN12AA0411,1,0,1,50.2394,17.4811,-16.6805,50.4504,18.215,-35.0419
MN12AA0411,2,1,2,50.4504,18.215,-35.0419,48.9177,18.9821,-38.3745
MN12AA0411,3,2,3,48.9177,18.9821,-38.3745,45.6004,20.0115,-42.9086
MN12AA0411,4,3,4,45.6004,20.0115,-42.9086,38.7901,21.487,-37.8311
MN12AA0411,5,5,6,44.1209,21.879,-28.1623,46.8596,21.4374,-18.6299
MN12AA0411,6,6,0,46.8596,21.4374,-18.6299,50.2394,17.4811,-16.6805
MN12AA0411,7,4,5,38.7901,21.487,-37.8311,44.1209,21.879,-28.1623
MN12AA0502,1,0,1,79.6944,29.1739,-51.9176,69.5087,18.9032,-18.838
MN12AA0502,2,2,3,79.6478,28.1538,-45.9737,78.9283,27.5093,-39.6462
MN12AA0502,3,4,5,77.1055,24.8682,-31.1073,74.8937,22.7616,-27.248
MN12AA0502,4,1,6,69.5087,18.9032,-18.838,53.3616,20.7842,-33.6807
MN12AA0502,5,6,7,53.3616,20.7842,-33.6807,51.7326,24.175,-38.3358
MN12AA0502,6,7,8,51.7326,24.175,-38.3358,49.8423,30.7114,-51.8998
MN12AA0502,7,8,9,49.8423,30.7114,-51.8998,51.2075,25.7049,-70.8441
MN12AA0502,8,9,10,51.2075,25.7049,-70.8441,58.0095,15.4435,-85.639
MN12AA0502,9,10,11,58.0095,15.4435,-85.639,62.7241,14.1772,-83.9959
MN12AA0502,10,11,12,62.7241,14.1772,-83.9959,75.293,21.1277,-71.0333
MN12AA0502,11,12,0,75.293,21.1277,-71.0333,79.6944,29.1739,-51.9176
MN12AA0502,12,13,14,76.3602,21.9793,-65.7808,77.234,23.1642,-62.4674
MN12AA0502,13,15,16,78.8186,25.6102,-55.5747,79.2358,26.6235,-53.0827
MN12AA0503,1,0,1,77.3295,22.0923,-74.8801,73.8192,23.8502,-41.716
MN12AA0503,2,1,2,73.8192,23.8502,-41.716,54.8779,18.2187,-42.2151
MN12AA0503,3,2,3,54.8779,18.2187,-42.2151,50.4797,26.1216,-62.162
MN12AA0503,4,3,4,50.4797,26.1216,-62.162,54.9215,22.4478,-84.4512
MN12AA0503,5,4,5,54.9215,22.4478,-84.4512,58.3759,15.3443,-83.1564
MN12AA0503,6,5,6,58.3759,15.3443,-83.1564,72.5083,17.6045,-78.4021
MN12AA0503,7,6,0,72.5083,17.6045,-78.4021,77.3295,22.0923,-74.8801
MN12AA0505,1,0,1,57.4112,16.7767,-31.3844,48.9022,27.8932,-98.3024
MN12AA0505,2,1,2,48.9022,27.8932,-98.3024,59.1429,15.4099,-97.6602
MN12AA0505,3,2,3,59.1429,15.4099,-97.6602,72.9874,15.3745,-88.589
MN12AA0505,4,3,4,72.9874,15.3745,-88.589,78.0209,25.1536,-58.3358
MN12AA0505,5,4,5,78.0209,25.1536,-58.3358,74.9551,23.8429,-42.6031
MN12AA0505,6,5,6,74.9551,23.8429,-42.6031,65.2571,17.5677,-29.4249
MN12AA0505,7,6,0,65.2571,17.5677,-29.4249,57.4112,16.7767,-31.3844
MN12AA0506,1,0,1,72.3565,23.7366,-85.4551,72.4142,23.7301,-69.9151
MN12AA0506,2,1,2,72.4142,23.7301,-69.9151,70.2234,20.628,-40.1258
MN12AA0506,3,2,3,70.2234,20.628,-40.1258,68.2373,19.0041,-35.901
MN12AA0506,4,3,4,68.2373,19.0041,-35.901,51.9138,16.8347,-36.8166
MN12AA0506,5,4,5,51.9138,16.8347,-36.8166,44.2614,22.0417,-43.3066
MN12AA0506,6,5,6,44.2614,22.0417,-43.3066,42.957,24.5675,-63.39
MN12AA0506,7,6,7,42.957,24.5675,-63.39,51.2127,16.7776,-80.4776
MN12AA0506,8,7,8,51.2127,16.7776,-80.4776,58.7203,15.7805,-89.3397
MN12AA0506,9,8,9,58.7203,15.7805,-89.3397,61.7365,16.9466,-91.9092
MN12AA0506,10,9,10,61.7365,16.9466,-91.9092,66.1951,17.6426,-94.2855
MN12AA0506,11,10,11,66.1951,17.6426,-94.2855,69.528,20.3477,-91.0027
MN12AA0506,12,11,0,69.528,20.3477,-91.0027,72.3565,23.7366,-85.4551
MN12AA0507,1,0,1,60.8997,17.0113,-88.5805,69.9147,19.7636,-44.7569
MN12AA0507,2,1,2,69.9147,19.7636,-44.7569,66.0912,19.6751,-37.9061
MN12AA0507,3,2,3,66.0912,19.6751,-37.9061,64.1177,19.1768,-37.9146
MN12AA0507,4,3,4,64.1177,19.1768,-37.9146,57.5147,19.7509,-38.9235
MN12AA0507,5,4,5,57.5147,19.7509,-38.9235,54.4705,21.0321,-59.6169
MN12AA0507,6,5,6,54.4705,21.0321,-59.6169,55.1438,21.9634,-72.0048
MN12AA0507,7,6,7,55.1438,21.9634,-72.0048,56.6145,21.3854,-86.4201
MN12AA0507,8,7,8,56.6145,21.3854,-86.4201,58.3631,19.2415,-91.8269
MN12AA0507,9,8,0,58.3631,19.2415,-91.8269,60.8997,17.0113,-88.5805
MN12AA0508,1,0,1,73.6021,17.409,-36.3228,64.8028,19.0325,-80.8441
MN12AA0508,2,1,2,64.8028,19.0325,-80.8441,68.2977,20.2256,-95.8098
MN12AA0508,3,2,3,68.2977,20.2256,-95.8098,75.1199,21.4374,-103.217
MN12AA0508,4,3,4,75.1199,21.4374,-103.217,76.4915,20.1059,-44.019
MN12AA0508,5,4,0,76.4915,20.1059,-44.019,73.6021,17.409,-36.3228
MN12AA0509,1,0,1,58.1786,14.7676,-28.8803,45.7314,22.5327,-62.6974
MN12AA0509,2,1,2,45.7314,22.5327,-62.6974,63.2085,27.0378,-65.5693
MN12AA0509,3,2,3,63.2085,27.0378,-65.5693,65.8878,22.5684,-49.5163
MN12AA0509,4,3,0,65.8878,22.5684,-49.5163,58.1786,14.7676,-28.8803
MN12AA0510,1,0,1,38.3253,24.6719,-24.8085,58.908,12.1678,-84.0927
MN12AA0510,2,1,2,58.908,12.1678,-84.0927,61.3246,15.8274,-82.5015
MN12AA0510,3,2,3,61.3246,15.8274,-82.5015,67.6178,24.201,-51.783
MN12AA0510,4,3,4,67.6178,24.201,-51.783,63.7947,18.772,-28.4487
MN12AA0510,5,4,0,63.7947,18.772,-28.4487,38.3253,24.6719,-24.8085
MN12AA0511,1,0,1,48.5783,15.2021,-37.9041,67.6356,14.5757,-63.4497
MN12AA0511,2,1,2,67.6356,14.5757,-63.4497,62.4975,16.9127,-31.9784
MN12AA0511,3,2,3,62.4975,16.9127,-31.9784,58.9086,16.0008,-27.4224
MN12AA0511,4,3,0,58.9086,16.0008,-27.4224,48.5783,15.2021,-37.9041
MN12AA0512,1,0,1,46.9278,15.5047,-41.5373,56.4352,15.2384,-72.0283
MN12AA0512,2,1,2,56.4352,15.2384,-72.0283,60.1114,15.3049,-72.4312
