Specimen,BreakNo,ep1,ep2,ep1_x,ep1_y,ep1_z,ep2_x,ep2_y,ep2_z
MN15AA3403,11,11,12,36.1979,29.882,-115.253,34.5046,27.9351,-135.917
MN15AA3403,12,12,13,34.5046,27.9351,-135.917,34.2515,26.6393,-143.486
MN15AA3403,13,13,14,34.2515,26.6393,-143.486,48.299,24.247,-150.49
MN15AA3403,14,14,15,48.299,24.247,-150.49,54.6565,25.9485,-137.096
MN15AA3403,15,15,0,54.6565,25.9485,-137.096,59.7795,29.6267,-131.627
MN15AA3408,1,0,1,24.0494,24.1203,-66.0533,36.0853,18.2798,-99.4432
MN15AA3408,2,1,2,36.0853,18.2798,-99.4432,44.1199,14.9985,-91.6848
MN15AA3408,3,2,3,44.1199,14.9985,-91.6848,51.9639,16.6523,-92.0059
MN15AA3408,4,3,4,51.9639,16.6523,-92.0059,56.0571,20.8096,-91.1107
MN15AA3408,5,4,5,56.0571,20.8096,-91.1107,53.9334,23.9286,-52.8696
MN15AA3408,6,5,6,53.9334,23.9286,-52.8696,53.716,20.8967,-36.7548
MN15AA3408,7,6,7,53.716,20.8967,-36.7548,53.197,20.1518,-27.8771
MN15AA3408,8,7,8,53.197,20.1518,-27.8771,53.487,12.1742,-32.4603
MN15AA3408,9,8,9,53.487,12.1742,-32.4603,51.0929,10.4049,-30.1583
MN15AA3408,10,9,10,51.0929,10.4049,-30.1583,41.7162,8.85316,-21.3308
MN15AA3408,11,10,0,41.7162,8.85316,-21.3308,24.0494,24.1203,-66.0533
MN15AA3409,1,0,1,47.5285,31.7038,-40.4045,47.7563,31.7831,-36.7683
MN15AA3409,2,1,2,47.7563,31.7831,-36.7683,46.8668,27.1715,-21.0643
MN15AA3409,3,2,3,46.8668,27.1715,-21.0643,45.5106,25.2068,-23.7164
MN15AA3409,4,3,4,45.5106,25.2068,-23.7164,36.8532,20.8408,-20.3766
MN15AA3409,5,4,5,36.8532,20.8408,-20.3766,36.0152,20.7209,-23.8116
MN15AA3409,6,5,6,36.0152,20.7209,-23.8116,34.6866,20.7184,-27.4323
MN15AA3409,7,6,7,34.6866,20.7184,-27.4323,22.9029,21.9323,-67.4296
MN15AA3409,8,7,8,22.9029,21.9323,-67.4296,26.2048,20.1965,-92.3171
MN15AA3409,9,8,9,26.2048,20.1965,-92.3171,45.6098,21.7493,-95.3075
MN15AA3409,10,9,0,45.6098,21.7493,-95.3075,47.5285,31.7038,-40.4045
MN15AA3410,1,0,1,41.1,10.1588,-67.8258,55.6595,10.1768,-79.0967
MN15AA3410,2,1,2,55.6595,10.1768,-79.0967,62.6294,22.8687,-67.3521
MN15AA3410,3,2,3,62.6294,22.8687,-67.3521,63.4936,16.9708,-37.9275
MN15AA3410,4,3,4,63.4936,16.9708,-37.9275,55.4532,13.6895,-9.46082
MN15AA3410,5,4,5,55.4532,13.6895,-9.46082,39.3508,22.0949,-31.5538
MN15AA3410,6,5,6,39.3508,22.0949,-31.5538,37.7143,14.8345,-62.556
MN15AA3410,7,6,0,37.7143,14.8345,-62.556,41.1,10.1588,-67.8258
MN15AA3411,1,0,1,52.9471,16.2889,-95.5676,52.834,11.6032,-26.0999
MN15AA3411,2,1,2,52.834,11.6032,-26.0999,40.1957,17.9033,-102.84
MN15AA3411,3,2,0,40.1957,17.9033,-102.84,52.9471,16.2889,-95.5676
MN15AA3412,1,0,1,48.8445,17.8,-96.6533,52.427,24.7135,-35.9707
MN15AA3412,2,1,2,52.427,24.7135,-35.9707,51.1506,14.7931,-12.9839
MN15AA3412,3,2,5,51.1506,14.7931,-12.9839,28.71,15.7803,-60.0608
MN15AA3412,4,3,4,36.4841,10.1886,-54.7304,33.2786,11.8228,-60.8665
MN15AA3412,5,5,6,28.71,15.7803,-60.0608,25.5939,23.6906,-65.6432
MN15AA3412,6,6,7,25.5939,23.6906,-65.6432,29.9909,17.4662,-86.6475
MN15AA3412,7,7,8,29.9909,17.4662,-86.6475,35.3283,13.3862,-87.9103
MN15AA3412,8,8,0,35.3283,13.3862,-87.9103,48.8445,17.8,-96.6533
MN15AA3413,1,0,1,34.8479,10.7197,-34.6693,35.2919,17.3859,-69.8897
MN15AA3413,2,1,2,35.2919,17.3859,-69.8897,41.246,19.0198,-75.7903
MN15AA3413,3,2,3,41.246,19.0198,-75.7903,48.655,18.6647,-64.779
MN15AA3413,4,3,4,48.655,18.6647,-64.779,52.3974,16.687,-47.1934
MN15AA3413,5,4,5,52.3974,16.687,-47.1934,52.6318,10.39,-12.7954
MN15AA3413,6,5,6,52.6318,10.39,-12.7954,43.54,8.61513,-13.0443
MN15AA3413,7,6,7,43.54,8.61513,-13.0443,42.4759,8.84076,-17.1859
MN15AA3413,8,7,8,42.4759,8.84076,-17.1859,39.7922,10.5277,-31.8377
MN15AA3413,9,8,0,39.7922,10.5277,-31.8377,34.8479,10.7197,-34.6693
MN15AA3414,1,0,1,28.214,13.1652,-38.763,35.4118,17.5817,-72.9233
MN15AA3414,2,1,2,35.4118,17.5817,-72.9233,46.8856,15.9538,-69.2471
MN15AA3414,3,2,3,46.8856,15.9538,-69.2471,46.3856,18.6887,-27.9652
MN15AA3414,4,3,4,46.3856,18.6887,-27.9652,45.3523,17.9741,-23.2948
MN15AA3414,5,4,5,45.3523,17.9741,-23.2948,43.4791,17.5794,-15.1541
MN15AA3414,6,6,7,42.4303,16.655,-13.6649,34.6931,8.30839,-20.7341
MN15AA3414,7,7,8,34.6931,8.30839,-20.7341,31.4769,9.64204,-26.8954
MN15AA3414,8,8,0,31.4769,9.64204,-26.8954,28.214,13.1652,-38.763
MN15AA3414,9,5,6,43.4791,17.5794,-15.1541,42.4303,16.655,-13.6649
MN15AA3415,1,0,1,43.9229,10.4581,-20.187,26.2785,11.2356,-47.8685
MN15AA3415,2,1,2,26.2785,11.2356,-47.8685,25.9335,11.059,-53.3459
MN15AA3415,3,2,3,25.9335,11.059,-53.3459,33.7222,12.4817,-69.948
MN15AA3415,4,3,4,33.7222,12.4817,-69.948,37.0333,14.0423,-71.0435
MN15AA3415,5,4,5,37.0333,14.0423,-71.0435,39.258,15.5638,-72.8082
MN15AA3415,6,5,6,39.258,15.5638,-72.8082,42.2846,17.8135,-70.4259
MN15AA3415,7,6,7,42.2846,17.8135,-70.4259,44.1088,17.1486,-58.8252
MN15AA3415,8,7,8,44.1088,17.1486,-58.8252,46.278,11.0614,-20.5758
MN15AA3415,9,8,0,46.278,11.0614,-20.5758,43.9229,10.4581,-20.187
MN15AA3416,1,0,1,42.813,16.6644,-21.0963,25.9243,16.7514,-52.3522
MN15AA3416,2,1,2,25.9243,16.7514,-52.3522,28.593,10.8905,-52.9485
MN15AA3416,3,2,3,28.593,10.8905,-52.9485,43.0081,8.68157,-42.858
MN15AA3416,4,3,4,43.0081,8.68157,-42.858,42.3949,12.9156,-27.9556
MN15AA3416,5,4,5,42.3949,12.9156,-27.9556,44.8754,18.5171,-28.2707
MN15AA3416,6,5,0,44.8754,18.5171,-28.2707,42.813,16.6644,-21.0963
MN18030703,1,0,1,59.5255,15.5064,-11.6579,65.2294,19.092,-48.8841
MN18030703,2,1,2,65.2294,19.092,-48.8841,55.3341,23.209,-91.1715
MN18030703,3,2,3,55.3341,23.209,-91.1715,47.179,19.2028,-85.2661
MN18030703,4,3,0,47.179,19.2028,-85.2661,59.5255,15.5064,-11.6579
MN18030705,1,0,1,36.8482,12.1368,-41.6516,37.6666,12.2591,-38.2928
MN18030705,2,1,2,37.6666,12.2591,-38.2928,48.4935,23.9153,-11.7544
MN18030705,3,2,5,48.4935,23.9153,-11.7544,66.6895,16.3091,-29.8882
MN18030705,4,3,4,53.3576,26.6782,-10.8067,60.337,25.4661,-16.3997
MN18030705,5,5,6,66.6895,16.3091,-29.8882,63.9534,11.5669,-67.5559
MN18030705,6,7,8,62.1437,18.3099,-73.9562,52.2849,25.0446,-70.9672
MN18030705,7,6,9,63.9534,11.5669,-67.5559,42.4969,21.7355,-56.8988
MN18030705,8,9,10,42.4969,21.7355,-56.8988,40.3468,19.804,-51.6932
MN18030705,9,10,11,40.3468,19.804,-51.6932,37.8317,16.7728,-47.4518
MN18030705,10,11,0,37.8317,16.7728,-47.4518,36.8482,12.1368,-41.6516
MN18030708,1,0,1,41.3721,20.3296,-50.2365,42.7147,23.6392,-11.8413
MN18030708,2,1,2,42.7147,23.6392,-11.8413,48.8664,25.5925,-12.5022
MN18030708,3,2,3,48.8664,25.5925,-12.5022,53.3131,22.7429,-35.3773
MN18030708,4,3,4,53.3131,22.7429,-35.3773,47.034,21.6366,-45.3793
MN18030708,5,4,0,47.034,21.6366,-45.3793,41.3721,20.3296,-50.2365
MN18050302,1,0,5,55.4898,35.8483,-78.7207,68.1201,32.9864,-25.0986
MN18050302,2,1,2,64.8844,36.4137,-49.6338,66.4829,35.7597,-44.6737
MN18050302,3,3,4,67.734,34.618,-35.3349,67.9665,34.2364,-31.7092
MN18050302,4,5,6,68.1201,32.9864,-25.0986,78.6503,24.08,-23.6019
MN18050302,5,6,7,78.6503,24.08,-23.6019,70.3722,16.2421,-34.3618
MN18050302,6,7,8,70.3722,16.2421,-34.3618,57.3829,13.4411,-59.3541
MN18050302,7,8,9,57.3829,13.4411,-59.3541,63.6991,20.7944,-140.865
MN18050302,8,10,11,65.8262,22.3596,-145.814,66.464,22.943,-148.963
MN18050302,9,9,12,63.6991,20.7944,-140.865,67.5736,23.4658,-153.106
MN18050302,10,17,18,67.1643,14.7578,-188.336,74.4782,24.8864,-196.728
MN18050302,11,18,19,74.4782,24.8864,-196.728,56.1389,35.5011,-164.34
MN18050302,12,19,20,56.1389,35.5011,-164.34,53.4536,34.9012,-120.925
MN18050302,13,20,21,53.4536,34.9012,-120.925,52.2879,34.5715,-96.701
MN18050302,14,12,13,67.5736,23.4658,-153.106,68.3016,24.0679,-159.441
MN18050302,15,13,14,68.3016,24.0679,-159.441,67.2219,18.9875,-167.276
MN18050302,16,14,15,67.2219,18.9875,-167.276,66.6196,16.8848,-177.367
MN18050302,17,15,16,66.6196,16.8848,-177.367,66.7874,16.0973,-183.916
MN18050302,18,16,17,66.7874,16.0973,-183.916,67.1643,14.7578,-188.336
MN18050302,19,21,22,52.2879,34.5715,-96.701,54.4411,35.8872,-88.7002
MN18050302,20,22,0,54.4411,35.8872,-88.7002,55.4898,35.8483,-78.7207
MN18050305,1,0,1,43.4263,20.8145,-109.409,47.6884,26.2435,-19.1408
MN18050305,2,1,2,47.6884,26.2435,-19.1408,68.9382,19.3868,-72.9921
MN18050305,3,2,3,68.9382,19.3868,-72.9921,64.4942,30.77,-95.2905
MN18050305,4,3,4,64.4942,30.77,-95.2905,50.1926,30.7034,-112.451
MN18050305,5,4,5,50.1926,30.7034,-112.451,44.7176,25.3166,-113.539
MN18050305,6,5,0,44.7176,25.3166,-113.539,43.4263,20.8145,-109.409
MN18050306,1,0,1,45.7288,22.4718,-77.9237,47.6056,27.7246,-20.5323
MN18050306,2,1,2,47.6056,27.7246,-20.5323,65.0831,30.0668,-36.7988
MN18050306,3,2,3,65.0831,30.0668,-36.7988,71.1013,27.7689,-52.535
MN18050306,4,3,4,71.1013,27.7689,-52.535,58.654,31.4489,-78.3741
MN18050306,5,4,5,58.654,31.4489,-78.3741,52.8954,32.201,-83.1692
MN18050306,6,5,6,52.8954,32.201,-83.1692,45.0424,30.9962,-81.9638
MN18050306,7,6,0,45.0424,30.9962,-81.9638,45.7288,22.4718,-77.9237
MN18050308,1,0,1,69.3211,29.6682,-77.0646,64.5761,30.7579,-46.8115
MN18050308,2,1,2,64.5761,30.7579,-46.8115,58.4243,20.7783,-28.7769
MN18050308,3,2,3,58.4243,20.7783,-28.7769,59.3303,16.7983,-24.4314
MN18050308,4,3,4,59.3303,16.7983,-24.4314,61.5812,21.467,-11.4833
MN18050308,5,4,5,61.5812,21.467,-11.4833,77.2167,25.4582,-16.8382
MN18050308,6,5,8,77.2167,25.4582,-16.8382,73.0324,19.3594,-73.3528
MN18050308,7,6,7,73.4407,19.9765,-58.9894,73.5759,18.4876,-68.5032
MN18050308,8,8,0,73.0324,19.3594,-73.3528,69.3211,29.6682,-77.0646
MN18050309,1,0,1,59.6244,27.6433,-14.3079,63.563,27.2608,-20.7627
MN18050309,2,1,2,63.563,27.2608,-20.7627,74.9601,25.9345,-50.7257
MN18050309,3,2,3,74.9601,25.9345,-50.7257,77.2336,26.9541,-55.5484
MN18050309,4,3,4,77.2336,26.9541,-55.5484,77.6445,27.2099,-59.0546
MN18050309,5,4,5,77.6445,27.2099,-59.0546,66.0848,28.0511,-62.0395
MN18050309,6,5,6,66.0848,28.0511,-62.0395,55.7826,27.9372,-51.3362
MN18050309,7,6,0,55.7826,27.9372,-51.3362,59.6244,27.6433,-14.3079
MN18050310,1,0,1,52.8727,26.3925,-67.3006,50.3823,26.0129,-31.9665
MN18050310,2,1,2,50.3823,26.0129,-31.9665,53.6124,30.1185,-23.7466
MN18050310,3,2,3,53.6124,30.1185,-23.7466,60.6185,31.1795,-30.0767
MN18050310,4,3,4,60.6185,31.1795,-30.0767,70.8591,26.6814,-39.6025
MN18050310,5,4,5,70.8591,26.6814,-39.6025,72.1437,25.1983,-41.1048
MN18050310,6,5,0,72.1437,25.1983,-41.1048,52.8727,26.3925,-67.3006
MN18050311,1,0,1,45.2446,18.5541,-64.1996,53.7685,27.3324,-20.1284
MN18050311,2,1,2,53.7685,27.3324,-20.1284,64.043,21.2372,-27.5528
MN18050311,3,2,3,64.043,21.2372,-27.5528,66.4437,19.4235,-50.9667
MN18050311,4,3,4,66.4437,19.4235,-50.9667,51.5296,29.4461,-81.3103
MN18050311,5,4,5,51.5296,29.4461,-81.3103,45.642,21.1371,-84.4588
MN18050311,6,5,6,45.642,21.1371,-84.4588,45.7843,18.4239,-79.6584
MN18050311,7,6,0,45.7843,18.4239,-79.6584,45.2446,18.5541,-64.1996
MN18050312,1,0,1,50.4935,26.4346,-57.5402,47.1293,26.8638,-49.5962
MN18050312,2,1,2,47.1293,26.8638,-49.5962,54.7394,25.4362,-18.884
MN18050312,3,2,3,54.7394,25.4362,-18.884,66.0509,29.8038,-59.0933
MN18050312,4,3,0,66.0509,29.8038,-59.0933,50.4935,26.4346,-57.5402
MN18050313,1,0,5,54.3686,25.2337,-78.9332,53.9193,30.6954,-21.099
MN18050313,2,1,2,56.4049,27.1353,-60.008,59.1425,28.6764,-56.8936
MN18050313,3,2,3,59.1425,28.6764,-56.8936,59.747,30.0556,-43.6791
MN18050313,4,3,4,59.747,30.0556,-43.6791,54.9677,29.0531,-39.9613
MN18050313,5,5,6,53.9193,30.6954,-21.099,70.9606,28.7529,-50.5409
MN18050313,6,6,0,70.9606,28.7529,-50.5409,54.3686,25.2337,-78.9332
MN18050313,7,7,8,63.1583,28.6414,-64.436,60.4984,27.8661,-70.1066
MN18050314,1,0,1,60.4557,23.9576,-19.6588,61.9123,30.4172,-68.067
MN18050314,2,1,2,61.9123,30.4172,-68.067,52.3876,30.0968,-65.0943
MN18050314,3,2,3,52.3876,30.0968,-65.0943,56.5354,24.4932,-14.7582
MN18050314,4,3,0,56.5354,24.4932,-14.7582,60.4557,23.9576,-19.6588
MN18050316,1,0,1,52.6736,29.8976,-20.0086,59.8663,31.4146,-84.806
MN18050316,2,1,2,59.8663,31.4146,-84.806,55.6004,30.5813,-84.3929
MN18050316,3,2,3,55.6004,30.5813,-84.3929,48.1805,27.1536,-80.949
MN18050316,4,3,4,48.1805,27.1536,-80.949,45.4428,23.5844,-72.7067
MN18050316,5,4,5,45.4428,23.5844,-72.7067,46.4654,26.0114,-73.0973
MN18050316,6,5,6,46.4654,26.0114,-73.0973,44.4335,29.6975,-32.2665
MN18050316,7,6,7,44.4335,29.6975,-32.2665,49.7052,30.8189,-27.1191
MN18050316,8,7,0,49.7052,30.8189,-27.1191,52.6736,29.8976,-20.0086
MN18050317,1,0,1,62.2314,28.6962,-54.341,63.4586,29.8465,-10.2062
MN18050317,2,1,2,63.4586,29.8465,-10.2062,69.84,32.1776,-5.94222
MN18050317,3,2,3,69.84,32.1776,-5.94222,72.5382,32.9674,-7.10737
MN18050317,4,3,4,72.5382,32.9674,-7.10737,77.5808,18.7924,-27.6268
MN18050317,5,4,5,77.5808,18.7924,-27.6268,77.5042,20.4384,-36.9393
MN18050317,6,5,6,77.5042,20.4384,-36.9393,72.9786,28.2668,-69.1111
MN18050317,7,6,0,72.9786,28.2668,-69.1111,62.2314,28.6962,-54.341
MN18050318,1,0,1,65.2896,36.0618,-71.9783,56.5915,31.0955,-46.651
MN18050318,2,1,2,56.5915,31.0955,-46.651,62.8878,35.3553,-25.0784
MN18050318,3,2,3,62.8878,35.3553,-25.0784,70.9695,31.628,-19.307
MN18050318,4,4,5,66.2017,33.9561,-23.3752,69.7052,32.6428,-21.1618
MN18050318,5,3,0,70.9695,31.628,-19.307,65.2896,36.0618,-71.9783
MN19050201,1,0,1,59.7903,63.9744,-28.5936,50.4231,72.5486,-65.6714
MN19050201,2,1,2,50.4231,72.5486,-65.6714,50.8283,72.8441,-72.7482
MN19050201,3,2,3,50.8283,72.8441,-72.7482,50.5651,74.4449,-82.2858
MN19050201,4,3,4,50.5651,74.4449,-82.2858,51.3533,77.521,-116.03
MN19050201,5,4,5,51.3533,77.521,-116.03,52.4912,75.6442,-124.173
MN19050201,6,5,6,52.4912,75.6442,-124.173,57.2989,69.8318,-132.475
MN19050201,7,6,9,57.2989,69.8318,-132.475,69.8185,71.4789,-142.441
MN19050201,8,9,10,69.8185,71.4789,-142.441,70.968,73.7437,-141.683
MN19050201,9,10,11,70.968,73.7437,-141.683,68.546,70.8747,-131.945
MN19050201,10,11,12,68.546,70.8747,-131.945,67.3104,70.8065,-121.576
MN19050201,11,12,13,67.3104,70.8065,-121.576,62.9147,71.8977,-37.3766
MN19050201,12,13,14,62.9147,71.8977,-37.3766,61.8988,70.8953,-33.006
MN19050201,13,14,0,61.8988,70.8953,-33.006,59.7903,63.9744,-28.5936
MN19050201,14,7,8,58.9207,68.2692,-132.312,64.8776,67.8993,-131.766
MN19050202,1,0,1,62.6205,62.1398,-128.319,63.3688,58.39,-120.041
MN19050202,2,1,2,63.3688,58.39,-120.041,61.4803,58.5137,-42.3984
MN19050202,3,2,3,61.4803,58.5137,-42.3984,61.1951,52.489,-33.396
MN19050202,4,3,4,61.1951,52.489,-33.396,54.982,49.9372,-30.3676
MN19050202,5,4,5,54.982,49.9372,-30.3676,51.7546,49.4391,-28.6257
MN19050202,6,5,6,51.7546,49.4391,-28.6257,47.4883,50.5917,-31.553
MN19050202,7,6,7,47.4883,50.5917,-31.553,45.7892,54.549,-36.4277
MN19050202,8,7,8,45.7892,54.549,-36.4277,45.3834,56.4487,-45.56
MN19050202,9,8,9,45.3834,56.4487,-45.56,45.5684,57.0507,-50.0585
MN19050202,10,9,10,45.5684,57.0507,-50.0585,55.0404,49.5885,-120.9
MN19050202,11,10,11,55.0404,49.5885,-120.9,57.973,49.6578,-125.73
MN19050202,12,11,0,57.973,49.6578,-125.73,62.6205,62.1398,-128.319
MN19050205,1,0,4,59.8051,60.4911,-135.5,65.5482,58.8564,-33.5579
MN19050205,2,1,2,64.3623,60.1159,-68.9316,65.7961,60.7472,-60.5578
MN19050205,3,2,3,65.7961,60.7472,-60.5578,65.9373,59.5856,-38.6656
MN19050205,4,4,5,65.5482,58.8564,-33.5579,61.8318,56.4392,-29.1832
MN19050205,5,5,6,61.8318,56.4392,-29.1832,60.2647,55.2998,-26.2101
MN19050205,6,6,7,60.2647,55.2998,-26.2101,59.2861,54.4914,-24.7221
MN19050205,7,7,8,59.2861,54.4914,-24.7221,52.6904,51.6939,-24.4134
MN19050205,8,8,9,52.6904,51.6939,-24.4134,50.6389,52.945,-27.2377
MN19050205,9,9,10,50.6389,52.945,-27.2377,49.0161,57.7404,-50.9408
MN19050205,10,10,11,49.0161,57.7404,-50.9408,48.2405,57.8383,-115.168
MN19050205,11,11,12,48.2405,57.8383,-115.168,50.773,57.4142,-124.642
MN19050205,12,12,0,50.773,57.4142,-124.642,59.8051,60.4911,-135.5
MN19050206,1,0,1,54.8165,61.8787,-31.4403,56.1269,63.369,-115.079
MN19050206,2,1,2,56.1269,63.369,-115.079,60.1464,58.4891,-118.646
MN19050206,3,2,3,60.1464,58.4891,-118.646,71.0438,64.4819,-37.6488
MN19050206,4,3,4,71.0438,64.4819,-37.6488,63.3274,56.7215,-14.3789
MN19050206,5,4,0,63.3274,56.7215,-14.3789,54.8165,61.8787,-31.4403
MN19050207,1,0,1,39.9511,73.4944,-44.3513,38.3205,79.5619,-103.421
MN19050207,2,1,2,38.3205,79.5619,-103.421,45.7172,68.9903,-119.204
MN19050207,3,2,4,45.7172,68.9903,-119.204,55.1715,72.663,-124.388
MN19050207,4,4,5,55.1715,72.663,-124.388,56.0041,75.7291,-106.097
MN19050207,5,5,6,56.0041,75.7291,-106.097,55.7286,77.9149,-74.4421
MN19050207,6,6,7,55.7286,77.9149,-74.4421,55.9397,76.27,-65.9516
MN19050207,7,7,8,55.9397,76.27,-65.9516,57.7394,73.7284,-41.8876
MN19050207,8,8,9,57.7394,73.7284,-41.8876,53.5126,68.5756,-28.7712
MN19050207,9,9,10,53.5126,68.5756,-28.7712,51.8597,68.8232,-24.7748
MN19050207,10,10,0,51.8597,68.8232,-24.7748,39.9511,73.4944,-44.3513
MN19050207,11,11,12,48.0542,68.3272,-25.0756,42.5433,69.1385,-32.7387
MN19050208,1,0,1,67.9744,62.2305,-65.1122,66.6669,61.1735,-22.1778
MN19050208,2,1,2,66.6669,61.1735,-22.1778,65.1305,57.6008,-17.0817
MN19050208,3,2,3,65.1305,57.6008,-17.0817,61.2404,53.2628,-12.1811
MN19050208,4,3,4,61.2404,53.2628,-12.1811,51.4265,54.9254,-13.769
MN19050208,5,4,5,51.4265,54.9254,-13.769,50.7491,61.7922,-48.6338
MN19050208,6,5,6,50.7491,61.7922,-48.6338,50.8297,63.1834,-57.9251
MN19050208,7,6,7,50.8297,63.1834,-57.9251,52.1381,66.1639,-63.1922
MN19050208,8,7,8,52.1381,66.1639,-63.1922,52.3768,68.5898,-81.414
MN19050208,9,8,9,52.3768,68.5898,-81.414,51.967,64.1864,-87.804
MN19050208,10,9,10,51.967,64.1864,-87.804,52.6756,58.9889,-97.2184
MN19050208,11,10,11,52.6756,58.9889,-97.2184,54.0247,55.1604,-91.3549
MN19050208,12,11,12,54.0247,55.1604,-91.3549,65.8809,55.2048,-79.17
MN19050208,13,12,13,65.8809,55.2048,-79.17,67.9422,59.6676,-76.5486
MN19050208,14,13,0,67.9422,59.6676,-76.5486,67.9744,62.2305,-65.1122
MN19050209,1,0,1,53.9823,61.3036,-29.3769,51.0912,62.9977,-97.2379
MN19050209,2,1,2,51.0912,62.9977,-97.2379,52.5249,61.1953,-98.8373
MN19050209,3,2,3,52.5249,61.1953,-98.8373,56.7922,52.2109,-108.285
MN19050209,4,3,4,56.7922,52.2109,-108.285,66.3282,54.1834,-106.63
MN19050209,5,4,5,66.3282,54.1834,-106.63,68.5337,56.3511,-98.3626
MN19050209,6,5,6,68.5337,56.3511,-98.3626,67.3725,57.1805,-88.7518
MN19050209,7,6,7,67.3725,57.1805,-88.7518,70.165,58.6275,-82.4199
MN19050209,8,7,8,70.165,58.6275,-82.4199,73.4001,60.3275,-67.9738
MN19050209,9,8,9,73.4001,60.3275,-67.9738,69.1741,59.5842,-25.1935
MN19050209,10,9,0,69.1741,59.5842,-25.1935,53.9823,61.3036,-29.3769
MN19050209,11,10,11,54.136,55.9424,-26.7549,52.3833,59.6844,-27.9873
MN19050210,1,0,1,63.2333,70.5884,-88.0136,63.645,74.321,-68.6783
MN19050210,2,1,2,63.645,74.321,-68.6783,63.8238,76.2977,-38.5923
MN19050210,3,2,3,63.8238,76.2977,-38.5923,49.4057,65.7477,-21.1556
MN19050210,4,3,4,49.4057,65.7477,-21.1556,46.4358,72.6834,-94.6316
MN19050210,5,4,5,46.4358,72.6834,-94.6316,47.5128,67.7851,-102.824
MN19050210,6,5,0,47.5128,67.7851,-102.824,63.2333,70.5884,-88.0136
MN19050211,1,0,1,55.1182,64.7377,-33.2749,56.1393,56.4316,-93.9873
MN19050211,2,1,2,56.1393,56.4316,-93.9873,64.5062,55.7367,-99.118
MN19050211,3,2,3,64.5062,55.7367,-99.118,70.7306,61.7078,-52.3369
MN19050211,4,3,6,70.7306,61.7078,-52.3369,56.5477,59.907,-18.4865
MN19050211,5,6,0,56.5477,59.907,-18.4865,55.1182,64.7377,-33.2749
MN19050211,6,4,5,70.8596,57.8368,-49.555,65.1796,55.3666,-45.124
MN19050212,1,0,1,52.7578,44.5299,-88.3608,53.2312,44.5659,-46.8643
MN19050212,2,1,2,53.2312,44.5659,-46.8643,52.0856,43.7652,-42.9012
MN19050212,3,2,3,52.0856,43.7652,-42.9012,43.5891,40.2901,-15.4365
MN19050212,4,3,4,43.5891,40.2901,-15.4365,41.7059,43.2175,-13.9714
MN19050212,5,4,5,41.7059,43.2175,-13.9714,41.969,49.6271,-72.826
MN19050212,6,5,8,41.969,49.6271,-72.826,48.8915,41.7568,-89.8148
MN19050212,7,6,7,41.6226,46.6465,-73.0417,40.9424,41.2929,-80.4522
MN19050212,8,8,9,48.8915,41.7568,-89.8148,52.0575,43.8629,-91.3089
MN19050212,9,9,0,52.0575,43.8629,-91.3089,52.7578,44.5299,-88.3608
MN19050213,1,0,1,37.8752,47.8828,-34.1768,36.5072,51.3425,-50.3731
MN19050213,2,1,2,36.5072,51.3425,-50.3731,38.2855,41.6286,-75.9037
MN19050213,3,2,3,38.2855,41.6286,-75.9037,52.6022,44.5719,-105.154
MN19050213,4,3,4,52.6022,44.5719,-105.154,52.6183,47.272,-99.2523
MN19050213,5,4,5,52.6183,47.272,-99.2523,53.0722,46.2571,-95.1856
MN19050213,6,5,6,53.0722,46.2571,-95.1856,53.3399,46.4435,-59.1693
MN19050213,7,6,7,53.3399,46.4435,-59.1693,53.4899,50.7638,-51.0259
MN19050213,8,7,8,53.4899,50.7638,-51.0259,53.2573,47.299,-38.6074
MN19050213,9,8,9,53.2573,47.299,-38.6074,45.0046,46.8592,-25.8105
MN19050213,10,9,0,45.0046,46.8592,-25.8105,37.8752,47.8828,-34.1768
MN19050214,1,0,1,47.6405,47.7343,-46.3467,41.9154,41.4403,-97.473
MN19050214,2,1,2,41.9154,41.4403,-97.473,43.4763,39.325,-98.3808
MN19050214,3,2,3,43.4763,39.325,-98.3808,46.5093,35.3122,-103.514
MN19050214,4,3,4,46.5093,35.3122,-103.514,48.8006,35.2359,-106.403
MN19050214,5,4,5,48.8006,35.2359,-106.403,53.0296,35.8856,-100.913
MN19050214,6,5,6,53.0296,35.8856,-100.913,62.8801,44.8558,-43.1712
MN19050214,7,6,7,62.8801,44.8558,-43.1712,62.0732,43.0261,-35.3167
MN19050214,8,7,8,62.0732,43.0261,-35.3167,59.1378,43.7983,-23.139
MN19050214,9,8,9,59.1378,43.7983,-23.139,52.9994,44.1195,-40.4711
MN19050214,10,9,0,52.9994,44.1195,-40.4711,47.6405,47.7343,-46.3467
MN19050215,1,0,1,46.5645,45.702,-38.4964,41.611,42.7151,-99.7476
MN19050215,2,1,4,41.611,42.7151,-99.7476,55.1472,36.1299,-93.9863
MN19050215,3,2,3,44.6995,36.6089,-99.7376,50.589,33.097,-95.3516
MN19050215,4,4,5,55.1472,36.1299,-93.9863,59.6687,44.6872,-33.3718
MN19050215,5,5,6,59.6687,44.6872,-33.3718,49.761,43.1872,-29.9569
MN19050215,6,6,0,49.761,43.1872,-29.9569,46.5645,45.702,-38.4964
MN19050216,1,0,1,56.1787,55.0749,-25.7911,55.0725,49.6524,-90.7435
MN19050216,2,1,2,55.0725,49.6524,-90.7435,56.494,47.8308,-93.154
