Agent,Epiphysis,Length(mm),Interval(length),Number_of_planes,Notch,Notch_a,Notch_c,Notch_d,Fracture_plane,Angle,Type_of_angle,>4cm
carnivore,Absent,42,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Absent
carnivore,Absent,42,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Absent
carnivore,Absent,46,40-49mm,1,Absent,Absent,Absent,Absent,Oblique,73,Acute,Present
carnivore,Absent,48,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Absent
carnivore,Absent,48,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
carnivore,Absent,48,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
carnivore,Absent,48,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,117,Obtuse,Absent
carnivore,Absent,48,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Present
carnivore,Absent,48,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,78,Acute,Absent
carnivore,Absent,45,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,84,Acute,Absent
carnivore,Absent,48,40-49mm,4,Absent,Absent,Absent,Absent,Longitudinal,97,Obtuse,Absent
carnivore,Absent,48,40-49mm,4,Absent,Absent,Absent,Absent,Oblique,132,Obtuse,Absent
carnivore,Absent,53,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,81,Acute,Absent
carnivore,Absent,53,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
carnivore,Absent,53,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
carnivore,Absent,53,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Present
carnivore,Absent,54,50-59mm,1,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
carnivore,Absent,56,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,57,Acute,Absent
carnivore,Absent,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Absent
carnivore,Absent,57,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,57,Acute,Absent
carnivore,Absent,57,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
carnivore,Absent,57,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
carnivore,Absent,57,50-59mm,3,Present,Present,Absent,Absent,Oblique,48,Acute,Absent
carnivore,Absent,57,50-59mm,3,Present,Present,Absent,Absent,Oblique,78,Acute,Absent
carnivore,Absent,57,50-59mm,3,Present,Present,Absent,Absent,Longitudinal,125,Obtuse,Absent
carnivore,Absent,60,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,78,Acute,Present
carnivore,Absent,60,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,Absent,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,62,Acute,Absent
carnivore,Absent,61,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
carnivore,Absent,62,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,72,Acute,Absent
carnivore,Absent,62,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
carnivore,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,55,Acute,Absent
carnivore,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Absent
carnivore,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,74,Acute,Present
carnivore,Absent,65,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,76,Acute,Present
carnivore,Absent,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,70,Acute,Absent
carnivore,Absent,65,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,58,Acute,Present
carnivore,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Absent
carnivore,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,109,Obtuse,Absent
carnivore,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,127,Obtuse,Absent
carnivore,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Present
carnivore,Absent,66,60-69mm,3,Present,Absent,Absent,Absent,Longitudinal,77,Acute,Absent
carnivore,Absent,66,60-69mm,3,Present,Absent,Absent,Absent,Oblique,47,Acute,Present
carnivore,Absent,67,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,90,Right,Absent
carnivore,Absent,67,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,70,Acute,Present
carnivore,Absent,67,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,89,Right,Present
carnivore,Absent,68,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,Absent,68,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,125,Obtuse,Present
carnivore,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,77,Acute,Absent
carnivore,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Present
carnivore,Absent,71,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Absent
carnivore,Absent,71,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,122,Obtuse,Absent
carnivore,Absent,71,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,78,Acute,Present
carnivore,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,55,Acute,Absent
carnivore,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,73,Acute,Absent
carnivore,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Absent
carnivore,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Present
carnivore,Absent,75,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,136,Obtuse,Absent
carnivore,Absent,75,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
carnivore,Absent,75,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,130,Obtuse,Present
carnivore,Absent,75,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,58,Acute,Absent
carnivore,Absent,75,70-79mm,4,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Present
carnivore,Absent,75,70-79mm,4,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Present
carnivore,Absent,79,70-79mm,5,Absent,Absent,Absent,Absent,Longitudinal,47,Acute,Present
carnivore,Absent,79,70-79mm,5,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,Absent,79,70-79mm,5,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
carnivore,Absent,79,70-79mm,5,Absent,Absent,Absent,Absent,Oblique,134,Obtuse,Present
carnivore,Absent,82,80-89mm,1,Absent,Absent,Absent,Absent,Longitudinal,65,Acute,Present
carnivore,Absent,84,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,60,Acute,Present
carnivore,Absent,84,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Present
carnivore,Absent,87,80-89mm,3,Present,Absent,Present,Absent,Longitudinal,75,Acute,Present
carnivore,Absent,87,80-89mm,3,Present,Absent,Present,Absent,Longitudinal,84,Acute,Present
carnivore,Absent,90,90-99mm,2,Present,Absent,Present,Absent,Longitudinal,94,Right,Present
carnivore,Absent,90,90-99mm,2,Present,Absent,Present,Absent,Oblique,97,Obtuse,Present
carnivore,Absent,90,90-99mm,3,Present,Absent,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,Absent,90,90-99mm,3,Present,Absent,Absent,Absent,Longitudinal,118,Obtuse,Present
carnivore,Absent,91,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,66,Acute,Absent
carnivore,Absent,91,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
carnivore,Absent,91,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
carnivore,Absent,91,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,94,Right,Absent
carnivore,Absent,91,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
carnivore,Absent,91,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Absent
carnivore,Absent,91,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,115,Obtuse,Present
carnivore,Absent,92,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,87,Right,Present
carnivore,Absent,92,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,93,Right,Present
carnivore,Absent,93,90-99mm,3,Present,Absent,Present,Absent,Oblique,87,Right,Absent
carnivore,Absent,93,90-99mm,3,Present,Absent,Present,Absent,Longitudinal,80,Acute,Present
carnivore,Absent,93,90-99mm,3,Present,Absent,Present,Absent,Oblique,93,Right,Present
carnivore,Absent,97,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,60,Acute,Absent
carnivore,Absent,97,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
carnivore,Absent,97,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,52,Acute,Present
carnivore,Absent,97,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
carnivore,Absent,97,90-99mm,5,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
carnivore,Absent,97,90-99mm,5,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
carnivore,Absent,97,90-99mm,5,Absent,Absent,Absent,Absent,Oblique,126,Obtuse,Absent
carnivore,Absent,97,90-99mm,5,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,Absent,97,90-99mm,5,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
carnivore,Absent,98,90-99mm,3,Present,Absent,Absent,Present,Oblique,42,Acute,Absent
carnivore,Absent,98,90-99mm,3,Present,Absent,Absent,Present,Longitudinal,82,Acute,Absent
carnivore,Absent,98,90-99mm,3,Present,Absent,Absent,Present,Oblique,126,Obtuse,Absent
carnivore,Absent,99,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
carnivore,Absent,99,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
carnivore,Absent,99,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Present
carnivore,Absent,105,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Absent
carnivore,Absent,105,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
carnivore,Absent,105,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,100,Obtuse,Present
carnivore,Absent,106,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Absent
carnivore,Absent,106,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
carnivore,Absent,106,100-149mm,5,Present,Present,Absent,Absent,Longitudinal,75,Acute,Absent
carnivore,Absent,106,100-149mm,5,Present,Present,Absent,Absent,Oblique,76,Acute,Absent
carnivore,Absent,106,100-149mm,5,Present,Present,Absent,Absent,Oblique,86,Right,Absent
carnivore,Absent,106,100-149mm,5,Present,Present,Absent,Absent,Oblique,115,Obtuse,Absent
carnivore,Absent,111,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,85,Right,Absent
carnivore,Absent,111,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
carnivore,Absent,112,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,64,Acute,Absent
carnivore,Absent,112,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,Absent,112,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Present
carnivore,Absent,119,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,76,Acute,Present
carnivore,Absent,119,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,117,Obtuse,Present
carnivore,Absent,119,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,120,Obtuse,Present
carnivore,Absent,120,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,73,Acute,Absent
carnivore,Absent,120,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Present
carnivore,Absent,120,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,129,Obtuse,Present
carnivore,Absent,121,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,72,Acute,Absent
carnivore,Absent,121,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
carnivore,Absent,121,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
carnivore,Absent,130,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,51,Acute,Present
carnivore,Absent,130,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,79,Acute,Present
carnivore,Absent,130,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,128,Obtuse,Present
carnivore,Absent,130,100-149mm,4,Present,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
carnivore,Absent,130,100-149mm,4,Present,Absent,Absent,Absent,Longitudinal,81,Acute,Present
carnivore,Absent,130,100-149mm,4,Present,Absent,Absent,Absent,Longitudinal,105,Obtuse,Present
carnivore,Absent,131,100-149mm,1,Present,Present,Absent,Absent,Longitudinal,86,Right,Present
carnivore,Absent,139,100-149mm,5,Absent,Absent,Absent,Absent,Oblique,73,Acute,Absent
carnivore,Absent,139,100-149mm,5,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Absent
carnivore,Absent,139,100-149mm,5,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
carnivore,Absent,139,100-149mm,5,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,Absent,139,100-149mm,5,Absent,Absent,Absent,Absent,Longitudinal,105,Obtuse,Present
carnivore,Absent,150,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,129,Obtuse,Absent
carnivore,Absent,150,150-199mm,5,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
carnivore,Absent,150,150-199mm,5,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Present
carnivore,Absent,150,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
carnivore,Absent,155,150-199mm,6,Absent,Absent,Absent,Absent,Longitudinal,60,Acute,Absent
carnivore,Absent,155,150-199mm,6,Absent,Absent,Absent,Absent,Oblique,107,Obtuse,Absent
carnivore,Absent,155,150-199mm,6,Absent,Absent,Absent,Absent,Oblique,72,Acute,Present
carnivore,Absent,155,150-199mm,6,Absent,Absent,Absent,Absent,Oblique,76,Acute,Present
carnivore,Absent,155,150-199mm,6,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Present
carnivore,Absent,155,150-199mm,6,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Present
carnivore,Absent,165,150-199mm,3,Absent,Absent,Absent,Absent,Longitudinal,79,Acute,Present
carnivore,Absent,165,150-199mm,3,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Present
carnivore,Absent,165,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,66,Acute,Absent
carnivore,Absent,165,150-199mm,5,Absent,Absent,Absent,Absent,Longitudinal,67,Acute,Present
carnivore,Absent,165,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,76,Acute,Present
carnivore,Absent,210,>199mm,2,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Absent
carnivore,Absent,210,>199mm,2,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,Present,108,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,72,Acute,Absent
carnivore,Present,108,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Absent
carnivore,Present,108,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,150,Obtuse,Absent
carnivore,Present,108,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,132,Obtuse,Present
carnivore,Present,175,150-199mm,3,Absent,Absent,Absent,Absent,Oblique,36,Acute,Absent
carnivore,Present,175,150-199mm,3,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Present
carnivore,Present,175,150-199mm,3,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Present
carnivore,Present,179,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,63,Acute,Absent
carnivore,Present,179,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,81,Acute,Absent
carnivore,Present,179,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
carnivore,Present,179,150-199mm,5,Absent,Absent,Absent,Absent,Oblique,128,Obtuse,Absent
carnivore,Present,187,150-199mm,2,Absent,Absent,Absent,Absent,Longitudinal,68,Acute,Present
carnivore,Present,187,150-199mm,2,Absent,Absent,Absent,Absent,Longitudinal,127,Obtuse,Present
carnivore,Present,188,150-199mm,1,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Present
carnivore,Present,209,>199mm,3,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Absent
carnivore,Present,209,>199mm,3,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Present
carnivore,Present,209,>199mm,3,Absent,Absent,Absent,Absent,Oblique,134,Obtuse,Present
carnivore,Present,210,>199mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Absent
carnivore,Present,245,>199mm,3,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Present
carnivore,Present,245,>199mm,3,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Present
carnivore,Present,245,>199mm,3,Absent,Absent,Absent,Absent,Oblique,138,Obtuse,Present
carnivore,2,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,91,Right,Absent
carnivore,2,44,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,94,Right,Absent
carnivore,2,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
carnivore,2,45,40-49mm,1,Absent,Absent,Absent,Absent,Oblique,66,Acute,Absent
carnivore,2,46,40-49mm,1,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Absent
carnivore,2,46,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
carnivore,2,46,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,103,Obtuse,Absent
carnivore,2,46,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,81,Acute,Present
carnivore,2,46,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,89,Right,Present
carnivore,2,48,40-49mm,1,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
carnivore,2,49,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Absent
carnivore,2,49,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,79,Acute,Absent
carnivore,2,50,50-59mm,1,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
carnivore,2,51,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,81,Acute,Absent
carnivore,2,51,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
carnivore,2,51,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Absent
carnivore,2,51,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
carnivore,2,51,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,126,Obtuse,Absent
carnivore,2,51,50-59mm,3,Present,Absent,Present,Absent,Oblique,61,Acute,Absent
carnivore,2,51,50-59mm,3,Present,Absent,Present,Absent,Oblique,79,Acute,Absent
carnivore,2,51,50-59mm,3,Present,Absent,Present,Absent,Oblique,135,Obtuse,Absent
carnivore,2,51,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
carnivore,2,51,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,60,Acute,Absent
carnivore,2,51,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Absent
carnivore,2,51,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,146,Obtuse,Absent
carnivore,2,51,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,155,Obtuse,Absent
carnivore,2,52,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,71,Acute,Absent
carnivore,2,52,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,74,Acute,Absent
carnivore,2,52,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
carnivore,2,53,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Absent
carnivore,2,53,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Absent
carnivore,2,53,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Absent
carnivore,2,53,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,39,Acute,Present
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,67,Acute,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,85,Right,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,86,Right,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,86,Right,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,88,Right,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,134,Obtuse,Absent
carnivore,2,54,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,76,Acute,Present
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Absent
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Absent
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,79,Acute,Absent
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Absent
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
carnivore,2,56,50-59mm,2,Present,Absent,Absent,Absent,Longitudinal,101,Obtuse,Absent
carnivore,2,56,50-59mm,2,Present,Absent,Absent,Absent,Oblique,103,Obtuse,Absent
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Present
carnivore,2,56,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,2,56,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,68,Acute,Absent
carnivore,2,56,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,88,Right,Absent
carnivore,2,56,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,56,Acute,Present
carnivore,2,56,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,71,Acute,Absent
carnivore,2,56,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,81,Acute,Absent
carnivore,2,56,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
carnivore,2,56,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,95,Right,Absent
carnivore,2,57,50-59mm,1,Present,Absent,Absent,Absent,Oblique,46,Acute,Absent
carnivore,2,57,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,58,Acute,Absent
carnivore,2,57,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,58,Acute,Present
carnivore,2,57,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,117,Obtuse,Absent
carnivore,2,57,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,122,Obtuse,Absent
carnivore,2,57,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,142,Obtuse,Absent
carnivore,2,57,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,70,Acute,Absent
carnivore,2,57,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Absent
carnivore,2,57,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
carnivore,2,57,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,91,Right,Absent
carnivore,2,58,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,55,Acute,Present
carnivore,2,58,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,87,Right,Present
carnivore,2,59,50-59mm,1,Absent,Absent,Absent,Absent,Oblique,91,Right,Absent
carnivore,2,59,50-59mm,2,Present,Absent,Absent,Present,Oblique,88,Right,Absent
carnivore,2,59,50-59mm,2,Present,Absent,Absent,Present,Longitudinal,89,Right,Absent
carnivore,2,60,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,74,Acute,Present
carnivore,2,60,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,82,Acute,Present
carnivore,2,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,98,Obtuse,Absent
carnivore,2,60,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
carnivore,2,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,133,Obtuse,Present
carnivore,2,61,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Absent
carnivore,2,61,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,67,Acute,Absent
carnivore,2,61,60-69mm,2,Present,Absent,Absent,Present,Oblique,55,Acute,Absent
carnivore,2,61,60-69mm,2,Present,Absent,Absent,Present,Oblique,84,Acute,Absent
carnivore,2,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,73,Acute,Present
carnivore,2,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,52,Acute,Absent
carnivore,2,61,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
carnivore,2,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,44,Acute,Present
carnivore,2,62,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,106,Obtuse,Absent
carnivore,2,62,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,58,Acute,Present
carnivore,2,62,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,83,Acute,Present
carnivore,2,62,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Absent
carnivore,2,62,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Absent
carnivore,2,62,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,100,Obtuse,Present
carnivore,2,63,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Absent
carnivore,2,63,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,127,Obtuse,Absent
carnivore,2,63,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,79,Acute,Present
carnivore,2,66,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
carnivore,2,66,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,66,Acute,Present
carnivore,2,66,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,97,Obtuse,Present
carnivore,2,68,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Absent
carnivore,2,69,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,73,Acute,Present
carnivore,2,69,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,87,Right,Present
