Agent,Epiphysis,Length(mm),Interval(length),Number_of_planes,Notch,Notch_a,Notch_c,Notch_d,Fracture_plane,Angle,Type_of_angle,>4cm
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Absent
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,159,Obtuse,Absent
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,58,Acute,Present
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Present
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,98,Obtuse,Present
Percussion,Absent,58,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,106,Obtuse,Present
Percussion,Absent,58,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,52,Acute,Absent
Percussion,Absent,58,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Absent
Percussion,Absent,58,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
Percussion,Absent,58,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Present
Percussion,Absent,59,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,84,Acute,Absent
Percussion,Absent,59,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
Percussion,Absent,59,50-59mm,2,Present,Absent,Present,Absent,Oblique,100,Obtuse,Absent
Percussion,Absent,59,50-59mm,2,Present,Absent,Present,Absent,Oblique,102,Obtuse,Absent
Percussion,Absent,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,86,Right,Absent
Percussion,Absent,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,87,Right,Absent
Percussion,Absent,59,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,113,Obtuse,Absent
Percussion,Absent,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Absent
Percussion,Absent,59,50-59mm,3,Absent,Absent,Absent,Absent,Longitudinal,107,Obtuse,Present
Percussion,Absent,59,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,126,Obtuse,Present
Percussion,Absent,59,50-59mm,4,Absent,Absent,Absent,Absent,Longitudinal,109,Obtuse,Absent
Percussion,Absent,59,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,114,Obtuse,Absent
Percussion,Absent,59,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Present
Percussion,Absent,59,50-59mm,4,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Present
Percussion,Absent,60,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,103,Obtuse,Present
Percussion,Absent,60,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Present
Percussion,Absent,60,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Absent
Percussion,Absent,60,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Present
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,50,Acute,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,58,Acute,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,64,Acute,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,87,Right,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,116,Obtuse,Absent
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Present
Percussion,Absent,60,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,106,Obtuse,Present
Percussion,Absent,61,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,135,Obtuse,Present
Percussion,Absent,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
Percussion,Absent,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Absent
Percussion,Absent,61,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
Percussion,Absent,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,94,Right,Present
Percussion,Absent,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,78,Acute,Absent
Percussion,Absent,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
Percussion,Absent,61,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,117,Obtuse,Absent
Percussion,Absent,61,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,99,Obtuse,Absent
Percussion,Absent,61,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Absent
Percussion,Absent,61,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,111,Obtuse,Absent
Percussion,Absent,61,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,130,Obtuse,Present
Percussion,Absent,62,60-69mm,2,Present,Present,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Absent,62,60-69mm,2,Present,Present,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Absent,62,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
Percussion,Absent,62,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
Percussion,Absent,62,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,120,Obtuse,Present
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,62,Acute,Absent
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,93,Right,Absent
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,94,Right,Absent
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Absent
Percussion,Absent,62,60-69mm,4,Present,Present,Absent,Absent,Oblique,81,Acute,Absent
Percussion,Absent,62,60-69mm,4,Present,Present,Absent,Absent,Longitudinal,112,Obtuse,Absent
Percussion,Absent,62,60-69mm,4,Present,Present,Absent,Absent,Longitudinal,126,Obtuse,Absent
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,51,Acute,Present
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,132,Obtuse,Present
Percussion,Absent,62,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,145,Obtuse,Present
Percussion,Absent,62,60-69mm,4,Present,Present,Absent,Absent,Oblique,108,Obtuse,Present
Percussion,Absent,63,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Present
Percussion,Absent,63,60-69mm,1,Present,Absent,Absent,Absent,Longitudinal,119,Obtuse,Present
Percussion,Absent,63,60-69mm,5,Present,Absent,Absent,Absent,Oblique,72,Acute,Absent
Percussion,Absent,63,60-69mm,5,Present,Absent,Absent,Absent,Longitudinal,79,Acute,Absent
Percussion,Absent,63,60-69mm,5,Present,Absent,Absent,Absent,Oblique,88,Right,Absent
Percussion,Absent,63,60-69mm,5,Present,Absent,Absent,Absent,Oblique,89,Right,Absent
Percussion,Absent,63,60-69mm,5,Present,Absent,Absent,Absent,Oblique,105,Obtuse,Absent
Percussion,Absent,64,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,55,Acute,Absent
Percussion,Absent,64,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,139,Obtuse,Absent
Percussion,Absent,64,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,62,Acute,Present
Percussion,Absent,64,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Present
Percussion,Absent,64,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
Percussion,Absent,64,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,156,Obtuse,Present
Percussion,Absent,65,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Present
Percussion,Absent,65,60-69mm,1,Absent,Absent,Absent,Absent,Longitudinal,113,Obtuse,Present
Percussion,Absent,65,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,98,Obtuse,Absent
Percussion,Absent,65,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Present
Percussion,Absent,65,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,98,Obtuse,Present
Percussion,Absent,65,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,103,Obtuse,Present
Percussion,Absent,65,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,62,Acute,Absent
Percussion,Absent,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,62,Acute,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Longitudinal,90,Right,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Oblique,96,Obtuse,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Oblique,98,Obtuse,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Oblique,102,Obtuse,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Oblique,102,Obtuse,Absent
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Oblique,112,Obtuse,Absent
Percussion,Absent,65,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,95,Right,Present
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Longitudinal,75,Acute,Present
Percussion,Absent,65,60-69mm,3,Present,Absent,Absent,Absent,Oblique,126,Obtuse,Present
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,86,Right,Absent
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,106,Obtuse,Absent
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,126,Obtuse,Absent
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,132,Obtuse,Absent
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,84,Acute,Present
Percussion,Absent,65,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,119,Obtuse,Present
Percussion,Absent,66,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,129,Obtuse,Absent
Percussion,Absent,66,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Present
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,79,Acute,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,84,Acute,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,90,Right,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,98,Obtuse,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Absent
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Present
Percussion,Absent,66,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Present
Percussion,Absent,67,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,44,Acute,Present
Percussion,Absent,67,60-69mm,2,Present,Absent,Absent,Absent,Oblique,40,Acute,Absent
Percussion,Absent,67,60-69mm,2,Present,Absent,Absent,Absent,Oblique,130,Obtuse,Present
Percussion,Absent,67,60-69mm,2,Present,Absent,Absent,Absent,Longitudinal,144,Obtuse,Present
Percussion,Absent,67,60-69mm,2,Present,Absent,Absent,Absent,Oblique,156,Obtuse,Present
Percussion,Absent,68,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,79,Acute,Present
Percussion,Absent,68,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,131,Obtuse,Present
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Absent
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,141,Obtuse,Absent
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,147,Obtuse,Absent
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,75,Acute,Present
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Oblique,90,Right,Present
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Present
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,125,Obtuse,Present
Percussion,Absent,68,60-69mm,3,Absent,Absent,Absent,Absent,Longitudinal,135,Obtuse,Present
Percussion,Absent,69,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,138,Obtuse,Absent
Percussion,Absent,69,60-69mm,1,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Present
Percussion,Absent,69,60-69mm,3,Present,Absent,Absent,Absent,Oblique,116,Obtuse,Absent
Percussion,Absent,69,60-69mm,3,Present,Absent,Absent,Absent,Longitudinal,93,Right,Present
Percussion,Absent,69,60-69mm,3,Present,Absent,Absent,Absent,Oblique,110,Obtuse,Present
Percussion,Absent,69,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,101,Obtuse,Absent
Percussion,Absent,69,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,121,Obtuse,Absent
Percussion,Absent,69,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,148,Obtuse,Absent
Percussion,Absent,69,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,88,Right,Present
Percussion,Absent,70,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,64,Acute,Absent
Percussion,Absent,70,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
Percussion,Absent,70,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Absent
Percussion,Absent,71,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,74,Acute,Absent
Percussion,Absent,71,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,86,Right,Absent
Percussion,Absent,72,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Absent
Percussion,Absent,72,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
Percussion,Absent,72,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
Percussion,Absent,72,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
Percussion,Absent,72,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,133,Obtuse,Present
Percussion,Absent,72,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,133,Obtuse,Present
Percussion,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Absent
Percussion,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Absent
Percussion,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,60,Acute,Present
Percussion,Absent,73,70-79mm,4,Absent,Absent,Absent,Absent,Longitudinal,121,Obtuse,Present
Percussion,Absent,74,70-79mm,2,Present,Present,Absent,Absent,Oblique,118,Obtuse,Present
Percussion,Absent,74,70-79mm,2,Present,Present,Absent,Absent,Oblique,139,Obtuse,Present
Percussion,Absent,74,70-79mm,3,Present,Absent,Absent,Absent,Oblique,50,Acute,Absent
Percussion,Absent,74,70-79mm,3,Present,Absent,Absent,Absent,Oblique,119,Obtuse,Absent
Percussion,Absent,74,70-79mm,3,Present,Absent,Absent,Absent,Oblique,102,Obtuse,Present
Percussion,Absent,75,70-79mm,1,Present,Present,Absent,Absent,Longitudinal,88,Right,Present
Percussion,Absent,75,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,63,Acute,Absent
Percussion,Absent,75,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,107,Obtuse,Absent
Percussion,Absent,75,70-79mm,3,Present,Absent,Present,Absent,Oblique,51,Acute,Absent
Percussion,Absent,75,70-79mm,3,Present,Absent,Present,Absent,Oblique,97,Obtuse,Absent
Percussion,Absent,75,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,52,Acute,Present
Percussion,Absent,75,70-79mm,3,Present,Absent,Present,Absent,Longitudinal,97,Obtuse,Present
Percussion,Absent,76,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,130,Obtuse,Present
Percussion,Absent,76,70-79mm,1,Present,Absent,Absent,Absent,Oblique,132,Obtuse,Present
Percussion,Absent,76,70-79mm,2,Present,Absent,Absent,Absent,Longitudinal,111,Obtuse,Absent
Percussion,Absent,76,70-79mm,2,Present,Absent,Absent,Absent,Oblique,96,Obtuse,Present
Percussion,Absent,77,70-79mm,3,Present,Absent,Absent,Present,Longitudinal,48,Acute,Present
Percussion,Absent,77,70-79mm,3,Present,Absent,Absent,Present,Oblique,117,Obtuse,Present
Percussion,Absent,77,70-79mm,3,Present,Absent,Absent,Present,Oblique,156,Obtuse,Present
Percussion,Absent,78,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,92,Right,Present
Percussion,Absent,78,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Present
Percussion,Absent,78,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Present
Percussion,Absent,78,70-79mm,5,Absent,Absent,Absent,Absent,Longitudinal,67,Acute,Absent
Percussion,Absent,78,70-79mm,5,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Absent
Percussion,Absent,78,70-79mm,5,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
Percussion,Absent,78,70-79mm,5,Absent,Absent,Absent,Absent,Oblique,109,Obtuse,Absent
Percussion,Absent,78,70-79mm,5,Absent,Absent,Absent,Absent,Oblique,138,Obtuse,Absent
Percussion,Absent,79,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
Percussion,Absent,79,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Present
Percussion,Absent,79,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,121,Obtuse,Present
Percussion,Absent,79,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,161,Obtuse,Present
Percussion,Absent,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,70,Acute,Absent
Percussion,Absent,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,71,Acute,Absent
Percussion,Absent,79,70-79mm,4,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Present
Percussion,Absent,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,91,Right,Present
Percussion,Absent,80,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,114,Obtuse,Absent
Percussion,Absent,80,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,120,Obtuse,Present
Percussion,Absent,80,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,122,Obtuse,Present
Percussion,Absent,81,80-89mm,3,Present,Present,Absent,Absent,Oblique,115,Obtuse,Absent
Percussion,Absent,81,80-89mm,3,Present,Present,Absent,Absent,Oblique,107,Obtuse,Present
Percussion,Absent,81,80-89mm,3,Present,Present,Absent,Absent,Longitudinal,116,Obtuse,Present
Percussion,Absent,81,80-89mm,4,Present,Absent,Present,Absent,Oblique,108,Obtuse,Absent
Percussion,Absent,81,80-89mm,4,Present,Absent,Present,Absent,Longitudinal,113,Obtuse,Absent
Percussion,Absent,81,80-89mm,4,Present,Absent,Present,Absent,Oblique,118,Obtuse,Absent
Percussion,Absent,81,80-89mm,4,Present,Absent,Present,Absent,Longitudinal,98,Obtuse,Present
Percussion,Absent,81,80-89mm,5,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Absent
Percussion,Absent,81,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,50,Acute,Present
Percussion,Absent,81,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,78,Acute,Present
Percussion,Absent,81,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
Percussion,Absent,81,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,134,Obtuse,Present
Percussion,Absent,82,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Absent
Percussion,Absent,82,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Present
Percussion,Absent,82,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,122,Obtuse,Present
Percussion,Absent,82,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,34,Acute,Absent
Percussion,Absent,82,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
Percussion,Absent,82,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,93,Right,Absent
Percussion,Absent,82,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,108,Obtuse,Present
Percussion,Absent,83,80-89mm,1,Present,Absent,Present,Absent,Oblique,98,Obtuse,Present
Percussion,Absent,83,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
Percussion,Absent,83,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
Percussion,Absent,84,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,60,Acute,Absent
Percussion,Absent,84,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Absent
Percussion,Absent,84,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Present
Percussion,Absent,84,80-89mm,5,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Present
Percussion,Absent,84,80-89mm,5,Absent,Absent,Absent,Absent,Longitudinal,123,Obtuse,Present
Percussion,Absent,85,80-89mm,1,Absent,Absent,Absent,Absent,Oblique,88,Right,Present
Percussion,Absent,85,80-89mm,2,Present,Absent,Present,Absent,Longitudinal,106,Obtuse,Present
Percussion,Absent,85,80-89mm,2,Present,Absent,Present,Absent,Longitudinal,110,Obtuse,Present
Percussion,Absent,85,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,57,Acute,Absent
Percussion,Absent,85,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
Percussion,Absent,85,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
Percussion,Absent,85,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
Percussion,Absent,85,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,106,Obtuse,Present
Percussion,Absent,85,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,107,Obtuse,Present
Percussion,Absent,85,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
Percussion,Absent,86,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,65,Acute,Absent
Percussion,Absent,86,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,82,Acute,Present
Percussion,Absent,86,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,104,Obtuse,Present
Percussion,Absent,87,80-89mm,1,Absent,Absent,Absent,Absent,Oblique,122,Obtuse,Present
Percussion,Absent,87,80-89mm,3,Present,Absent,Absent,Absent,Oblique,62,Acute,Absent
Percussion,Absent,87,80-89mm,3,Present,Present,Absent,Absent,Oblique,108,Obtuse,Absent
Percussion,Absent,87,80-89mm,3,Present,Absent,Absent,Absent,Longitudinal,90,Right,Present
Percussion,Absent,87,80-89mm,3,Present,Absent,Absent,Absent,Oblique,134,Obtuse,Present
Percussion,Absent,87,80-89mm,3,Present,Present,Absent,Absent,Oblique,91,Right,Present
Percussion,Absent,87,80-89mm,3,Present,Present,Absent,Absent,Oblique,105,Obtuse,Present
Percussion,Absent,89,80-89mm,3,Present,Present,Absent,Absent,Oblique,83,Acute,Absent
Percussion,Absent,89,80-89mm,3,Present,Present,Absent,Absent,Oblique,97,Obtuse,Absent
Percussion,Absent,89,80-89mm,3,Present,Present,Absent,Absent,Longitudinal,120,Obtuse,Absent
Percussion,Absent,90,90-99mm,3,Present,Absent,Absent,Absent,Oblique,154,Obtuse,Absent
Percussion,Absent,90,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,73,Acute,Present
Percussion,Absent,90,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,103,Obtuse,Present
Percussion,Absent,90,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,140,Obtuse,Present
Percussion,Absent,90,90-99mm,3,Present,Absent,Absent,Absent,Longitudinal,76,Acute,Present
Percussion,Absent,90,90-99mm,3,Present,Absent,Absent,Absent,Longitudinal,97,Obtuse,Present
Percussion,Absent,90,90-99mm,4,Present,Present,Absent,Absent,Oblique,128,Obtuse,Absent
Percussion,Absent,90,90-99mm,4,Present,Present,Absent,Absent,Oblique,47,Acute,Present
Percussion,Absent,90,90-99mm,4,Present,Present,Absent,Absent,Longitudinal,98,Obtuse,Present
Percussion,Absent,90,90-99mm,4,Present,Present,Absent,Absent,Longitudinal,118,Obtuse,Present
Percussion,Absent,91,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Present
Percussion,Absent,91,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,138,Obtuse,Present
Percussion,Absent,91,90-99mm,3,Present,Present,Absent,Absent,Oblique,107,Obtuse,Absent
Percussion,Absent,91,90-99mm,3,Present,Present,Absent,Absent,Oblique,114,Obtuse,Absent
Percussion,Absent,91,90-99mm,3,Present,Present,Absent,Absent,Longitudinal,89,Right,Present
Percussion,Absent,91,90-99mm,4,Present,Present,Absent,Absent,Longitudinal,92,Right,Absent
Percussion,Absent,91,90-99mm,4,Present,Present,Absent,Absent,Oblique,76,Acute,Present
Percussion,Absent,91,90-99mm,4,Present,Present,Absent,Absent,Oblique,119,Obtuse,Present
Percussion,Absent,91,90-99mm,4,Present,Present,Absent,Absent,Oblique,153,Obtuse,Present
Percussion,Absent,92,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,27,Acute,Absent
Percussion,Absent,92,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,99,Obtuse,Absent
Percussion,Absent,92,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Absent
Percussion,Absent,92,90-99mm,3,Present,Present,Absent,Absent,Oblique,40,Acute,Absent
Percussion,Absent,92,90-99mm,3,Present,Present,Absent,Absent,Longitudinal,83,Acute,Absent
Percussion,Absent,92,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,92,Right,Present
Percussion,Absent,92,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,101,Obtuse,Present
Percussion,Absent,92,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,131,Obtuse,Present
Percussion,Absent,92,90-99mm,3,Present,Present,Absent,Absent,Longitudinal,97,Obtuse,Present
Percussion,Absent,93,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Absent
